,division_x,compID,location,date,college,first_name,last_name,position,result,score,division_y,mu,sigma
2,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Emily,Hansen,1,1,"21-17, 21-19",DI,29.77635305600183,5.1397891099946635
3,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Sydney,Haynes,1,1,"21-17, 21-19",DI,29.77635305600183,5.1397891099946635
0,DI,1547,"Bakersfield, Ca",2018-04-07,"Cal State University, Sacramento",Lana,Brown,2,0,"21-19, 21-12",DI,20.73683926684027,5.251123266189514
1,DI,1547,"Bakersfield, Ca",2018-04-07,"Cal State University, Sacramento",Kennedy,Kurtz,2,0,"21-19, 21-12",DI,19.86534326625884,5.205821506623896
2,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Sarah,Garrow,2,1,"21-19, 21-12",DI,27.46814760641322,4.887957127751291
3,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Desiree,Sukhov,2,1,"21-19, 21-12",DI,30.34160942364514,5.000898838213329
0,DI,1547,"Bakersfield, Ca",2018-04-07,"Cal State University, Sacramento",Hannah,Meadows,3,0,"21-13, 21-14",DI,15.854129655094027,4.828193064386934
1,DI,1547,"Bakersfield, Ca",2018-04-07,"Cal State University, Sacramento",Ashtin,Olin,3,0,"21-13, 21-14",DI,19.874424134382693,5.416220524700906
2,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Aleksandra,Djordjevic,3,1,"21-13, 21-14",DI,19.45357238167804,4.699765765047391
3,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Briannah,Mariner,3,1,"21-13, 21-14",DI,19.638012300746105,4.699395823895678
0,DI,1547,"Bakersfield, Ca",2018-04-07,"Cal State University, Sacramento",Macey,Hayden,4,0,"21-12, 21-16",DI,22.5628044064307,5.1674116011192455
1,DI,1547,"Bakersfield, Ca",2018-04-07,"Cal State University, Sacramento",Skyler,Takeda,4,0,"21-12, 21-16",DI,19.564307886380778,4.549297377613442
2,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Mattison,Degarmo,4,1,"21-12, 21-16",DI,23.4571871073349,4.56230067057981
3,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Emily,Lopes,4,1,"21-12, 21-16",DI,23.4571871073349,4.56230067057981
0,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Ally,Barber,5,0,"21-15, 21-16",DI,17.309549644717627,5.191562321658623
1,DI,1547,"Bakersfield, Ca",2018-04-07,Cal State Bakersfield,Krista,Hernandez,5,0,"21-15, 21-16",DI,17.309549644717627,5.191562321658623
2,DI,1547,"Bakersfield, Ca",2018-04-07,"Cal State University, Sacramento",Brigitte,Murdock,5,1,"21-15, 21-16",DI,16.578431262456878,4.539862903435276
3,DI,1547,"Bakersfield, Ca",2018-04-07,"Cal State University, Sacramento",Paige,Swinney,5,1,"21-15, 21-16",DI,27.335822151735943,5.7019055267301
0,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Gracie,Garanich,1,0,"21-12, 21-17",DI,25.42397958677625,4.12858652194298
1,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Amber,Gibson,1,0,"21-12, 21-17",DI,25.42397958677625,4.12858652194298
2,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Carina,Hoff,1,1,"21-12, 21-17",DI,33.90410424875858,4.529623300124264
3,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Courtney,Miller,1,1,"21-12, 21-17",DI,33.90410424875858,4.529623300124264
0,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Taryn,Griffey,2,0,"21-13, 17-21, 15-13",DI,28.839166364053067,3.7105427159074753
1,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Chaney,Howard,2,0,"21-13, 17-21, 15-13",DI,28.839166364053067,3.7105427159074753
2,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Kacy,Ogden,2,1,"21-13, 17-21, 15-13",DI,28.324713936133858,4.216077592208668
3,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Sophie,Peel,2,1,"21-13, 17-21, 15-13",DI,28.324713936133858,4.216077592208668
0,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Elli,Gibson,3,0,"22-20, 21-15",DI,20.139030750655508,4.4592631453939395
1,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Jessica,Johnson,3,0,"22-20, 21-15",DI,20.139030750655508,4.4592631453939395
2,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Brittany,Pase,3,1,"22-20, 21-15",DI,25.659105125552397,4.104545453159547
3,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Callie,Workman,3,1,"22-20, 21-15",DI,28.614356707101777,4.19590306835474
0,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Casey,Justice,4,0,"21-14, 21-17",DI,19.97906402511254,4.025136805343732
1,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Mallory,Waggoner,4,0,"21-14, 21-17",DI,19.539743958566426,6.914753180552947
2,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Kylie,Keeling,4,1,"21-14, 21-17",DI,19.41377235954873,3.8727349325194167
3,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Elli,Merchant,4,1,"21-14, 21-17",DI,27.278133131625587,4.0084306969638455
0,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Marina,Chavez,5,0,"21-14, 21-12",DI,28.206149301107704,4.310699320947339
1,DI,1549,"Jacksonville, Fl",2018-04-07,Mercer,Lela,Mcintosh,5,0,"21-14, 21-12",DI,19.74672918829264,5.020300116152229
2,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Nicole,DeBolt,5,1,"21-14, 21-12",DI,29.358508261197535,4.160357284622644
3,DI,1549,"Jacksonville, Fl",2018-04-07,UNF,Madilyn,McCarty,5,1,"21-14, 21-12",DI,29.358508261197535,4.160357284622644
0,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Kacy,Ogden,1,0,"21-14, 21-13",DI,27.186005545052804,4.031402934965089
1,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Sophie,Peel,1,0,"21-14, 21-13",DI,27.186005545052804,4.031402934965089
2,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Morgan,Dees,1,1,"21-14, 21-13",DI,28.77838901613092,4.674315834910058
3,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Katie,Krawczyk,1,1,"21-14, 21-13",DI,27.49344206876587,4.6551178456030495
0,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Mallory,Mattingly,2,0,"21-14, 21-15",DI,20.833748258767677,5.0350097062264805
1,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Lauren,Petersen,2,0,"21-14, 21-15",DI,16.40098222132737,4.766806597737017
2,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Gracie,Garanich,2,1,"21-14, 21-15",DI,26.46772076551673,4.01226400838564
3,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Lela,Mcintosh,2,1,"21-14, 21-15",DI,21.146294811218254,4.808883519253545
0,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Amber,Gibson,3,0,"20-22, 21-15, 15-9",DI,24.21769833935684,3.9638118696130062
1,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Jessica,Johnson,3,0,"20-22, 21-15, 15-9",DI,18.698552986564103,4.250646175004567
2,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Shelby,Babowicz,3,1,"20-22, 21-15, 15-9",DI,17.482460164159917,4.757292116972521
3,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Savannah,Siegrist,3,1,"20-22, 21-15, 15-9",DI,29.2659831257917,4.282854653538751
0,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Shaylee,Befus,4,0,"21-14, 21-19",DI,19.31086274971789,4.791182695300991
1,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Bethany,Salapek,4,0,"21-14, 21-19",DI,17.692301487828765,6.57172177590091
2,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Kylie,Keeling,4,1,"21-14, 21-19",DI,20.129637319106845,3.7849241865582397
3,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Elli,Merchant,4,1,"21-14, 21-19",DI,28.037892141214087,3.9108567614742165
0,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Forfeit,1,5,0,Forfeit,DI,21.209349802913486,7.530336426925403
1,DI,1550,"Jacksonville, Fl",2018-04-07,Jacksonville,Forfeit,2,5,0,Forfeit,DI,21.209349802913486,7.530336426925403
2,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Marina,Chavez,5,1,Forfeit,DI,29.284121935359963,4.204282958272749
3,DI,1550,"Jacksonville, Fl",2018-04-07,Mercer,Emilee,Wissmach,5,1,Forfeit,DI,22.307951588614525,4.694757036807056
0,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Aly,Brinkley,1,0,"21-18, 21-14",DI,23.558106489849553,5.447462704808875
1,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Jessica,Martinez,1,0,"21-18, 21-14",DI,25.94495737972878,4.9378807409071275
2,DI,1563,"New Orleans, La",2018-04-08,LSU,Claire,Coppola,1,1,"21-18, 21-14",DI,47.55188805904149,3.4645143167275436
3,DI,1563,"New Orleans, La",2018-04-08,LSU,Kristen,Nuss,1,1,"21-18, 21-14",DI,47.55188805904152,3.4645143167275436
0,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Stephanie,Pollnow,2,0,"21-16, 21-18",DI,25.85101802757873,6.2717863979098505
1,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Kimberly,Schnars,2,0,"21-16, 21-18",DI,24.024824505009,7.648469901734618
2,DI,1563,"New Orleans, La",2018-04-08,LSU,Ashley,Allmer,2,1,"21-16, 21-18",DI,36.37238366835706,5.385167997604852
3,DI,1563,"New Orleans, La",2018-04-08,LSU,Haleigh,Nelson,2,1,"21-16, 21-18",DI,30.2142585561424,3.3091531193780246
0,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Megan,Nash,3,0,"21-18, 12-21, 17-15",DI,32.756277755990155,5.033916363617193
1,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Hayley,Tippett,3,0,"21-18, 12-21, 17-15",DI,32.756277755990155,5.033916363617193
2,DI,1563,"New Orleans, La",2018-04-08,LSU,Megan,Davenport,3,1,"21-18, 12-21, 17-15",DI,33.6134778415876,3.200160666806242
3,DI,1563,"New Orleans, La",2018-04-08,LSU,Mandi,Orellana,3,1,"21-18, 12-21, 17-15",DI,33.0928513977513,5.010230660799496
0,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Delaney,Driver,4,0,"21-9, 18-21, 15-6",DI,24.82803958538054,4.891382718408478
1,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,MC,Rogers,4,0,"21-9, 18-21, 15-6",DI,24.82803958538054,4.891382718408478
2,DI,1563,"New Orleans, La",2018-04-08,LSU,Hunter,Domanski,4,1,"21-9, 18-21, 15-6",DI,33.67057988632303,3.3537968944641614
3,DI,1563,"New Orleans, La",2018-04-08,LSU,Olivia,Powers,4,1,"21-9, 18-21, 15-6",DI,31.025372721922142,3.2285277395410463
0,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Colene,Hamilton,5,0,"14-21, 21-17, 15-9",DI,28.331456238591166,5.29111628904703
1,DI,1563,"New Orleans, La",2018-04-08,Central Arkansas,Kristine,Hjembo,5,0,"14-21, 21-17, 15-9",DI,28.331456238591166,5.29111628904703
2,DI,1563,"New Orleans, La",2018-04-08,LSU,Maddie,Ligon,5,1,"14-21, 21-17, 15-9",DI,35.444653135215695,3.116270631087903
3,DI,1563,"New Orleans, La",2018-04-08,LSU,Riley,Young,5,1,"14-21, 21-17, 15-9",DI,30.50797569702071,3.357927229703454
0,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Hannah,Towne,1,0,"21-13, 21-16",DI,42.00291924838928,3.446195944695089
1,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Molly,Turner,1,0,"21-13, 21-16",DI,40.24796455629395,3.4824759699342116
2,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Aeriel,Horton,1,1,"21-13, 21-16",DI,41.03797502437823,3.7796099656006583
3,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Jessica,Wooten,1,1,"21-13, 21-16",DI,41.03797502437823,3.7796099656006583
0,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Bella,Baumann,2,0,"21-17, 21-19",DI,24.1823284843343,3.922939461404648
1,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Jessica,Stansfield,2,0,"21-17, 21-19",DI,25.93546232738426,4.166743741482712
2,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Kayla,Armer,2,1,"21-17, 21-19",DI,32.56436104041701,3.7111466288296344
3,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Tori,Hinojosa,2,1,"21-17, 21-19",DI,32.56436104041707,3.7111466288296344
0,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Kali,Fluke,3,0,"21-18, 21-18",DI,22.638156700572324,3.8034316613534203
1,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Brennan,Miller,3,0,"21-18, 21-18",DI,22.85892003686058,3.750772633957398
2,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Katie,Pyles,3,1,"21-18, 21-18",DI,30.729081091304483,3.60623098559357
3,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Madi,Relaz,3,1,"21-18, 21-18",DI,25.317422341432028,4.431609783679507
0,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Bailey,Banks,4,0,"21-14, 21-19",DI,24.117715095826895,3.696749112884164
1,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Katya,Silveira,4,0,"21-14, 21-19",DI,24.117715095826895,3.696749112884164
2,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Natalie,Honzovicova,4,1,"21-14, 21-19",DI,21.605818411484474,6.061928257415486
3,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Katie,Sarber,4,1,"21-14, 21-19",DI,29.47093100471711,6.2024063304504145
0,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Mikayla,Vivens,5,0,"21-14, 21-10",DI,17.21860653300692,5.51555008916959
1,DI,1564,"New Orleans, La",2018-04-08,Houston Baptist,Danielle,Wheeler,5,0,"21-14, 21-10",DI,18.820036481700235,4.407074469775158
2,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Jessica,Clark,5,1,"21-14, 21-10",DI,28.45561654450429,3.6051567528423116
3,DI,1564,"New Orleans, La",2018-04-08,Grand Canyon,Jamie,Walsh,5,1,"21-14, 21-10",DI,28.551498632443856,3.7070397610812145
0,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Aly,Brinkley,1,0,"21-15, 21-15",DI,22.208426298428623,5.1284907347924245
1,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Jessica,Martinez,1,0,"21-15, 21-15",DI,24.942899896683947,4.701828983010997
2,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Victoria,Corcoran,1,1,"21-15, 21-15",DI,28.781052918887376,4.4542398813181805
3,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Cara,Sander,1,1,"21-15, 21-15",DI,24.85568978038946,4.841115870446954
0,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Veronica,Corcoran,2,0,"17-21, 21-14, 15-7",DI,22.820614897159,4.977689798471038
1,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Rachel,Kuhn,2,0,"17-21, 21-14, 15-7",DI,27.16374576200912,4.7504701923093355
2,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Megan,Nash,2,1,"17-21, 21-14, 15-7",DI,33.559139213284006,4.902857691422614
3,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Hayley,Tippett,2,1,"17-21, 21-14, 15-7",DI,33.559139213284006,4.902857691422614
0,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Kaitlyn,Grice,3,0,"21-10, 24-22",DI,22.126106990323773,4.399887545656392
1,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Jordan,Schumacher,3,0,"21-10, 24-22",DI,22.126106990323773,4.399887545656392
2,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Stephanie,Pollnow,3,1,"21-10, 24-22",DI,27.86975479718117,5.914229291912236
3,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Kimberly,Schnars,3,1,"21-10, 24-22",DI,26.929476169764623,6.989622775290026
0,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Madison,Miller,4,0,"21-17, 21-12",DI,19.83296617268445,4.2849101551303175
1,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Brianna,Vega,4,0,"21-17, 21-12",DI,21.86239543936091,4.421722025309943
2,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Delaney,Driver,4,1,"21-17, 21-12",DI,25.97270784530421,4.6900938860267445
3,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,MC,Rogers,4,1,"21-17, 21-12",DI,25.97270784530421,4.6900938860267445
0,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Ally,Carr,5,0,"22-24, 21-8, 15-11",DI,14.030094793506125,5.68190965846288
1,DI,1565,"New Orleans, La",2018-04-08,New Orleans,Maxine,Walsh,5,0,"22-24, 21-8, 15-11",DI,14.497788302090445,6.377474445201635
2,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Colene,Hamilton,5,1,"22-24, 21-8, 15-11",DI,28.516298050093024,5.242036579838856
3,DI,1565,"New Orleans, La",2018-04-08,Central Arkansas,Kristine,Hjembo,5,1,"22-24, 21-8, 15-11",DI,28.516298050093024,5.242036579838856
0,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Hannah,Towne,1,0,"21-15, 16-21, 16-14",DI,42.10132290525827,3.360751843388055
1,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Molly,Turner,1,0,"21-15, 16-21, 16-14",DI,40.33575765737435,3.394239498022549
2,DI,1566,"New Orleans, La",2018-04-08,Tulane,Kaylie,Mchugh,1,1,"21-15, 16-21, 16-14",DI,46.006997756043766,3.282009794978551
3,DI,1566,"New Orleans, La",2018-04-08,Tulane,Madeline,Mertz,1,1,"21-15, 16-21, 16-14",DI,46.006997756043766,3.282009794978551
0,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Taylor,Jarzombek,2,0,"14-21, 22-20, 15-12",DI,30.32038004791368,3.609125369713468
1,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Katie,Pyles,2,0,"14-21, 22-20, 15-12",DI,29.449947529885325,3.4517600418884165
2,DI,1566,"New Orleans, La",2018-04-08,Tulane,Anna,Chin,2,1,"14-21, 22-20, 15-12",DI,29.15088329010508,3.181762660068276
3,DI,1566,"New Orleans, La",2018-04-08,Tulane,Lauren,Orlich,2,1,"14-21, 22-20, 15-12",DI,29.5639780955518,3.1613777457156647
0,DI,1566,"New Orleans, La",2018-04-08,Tulane,Tarin,Mergener,3,0,"21-17, 21-13",DI,31.049134893447015,2.895988070558838
1,DI,1566,"New Orleans, La",2018-04-08,Tulane,Lan,Nguyen,3,0,"21-17, 21-13",DI,30.88060995533577,2.8668459907260484
2,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Bella,Baumann,3,1,"21-17, 21-13",DI,27.004689837346415,3.705394943192691
3,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Jessica,Stansfield,3,1,"21-17, 21-13",DI,29.093751703293503,3.904863198889449
0,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Madi,Relaz,4,0,"23-21, 21-16",DI,24.17054532555857,4.2458930994583675
1,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Katie,Sarber,4,0,"23-21, 21-16",DI,27.128929804443175,5.6805549283409436
2,DI,1566,"New Orleans, La",2018-04-08,Tulane,Gabriella,Becerra,4,1,"23-21, 21-16",DI,27.350308903380906,3.334867833998698
3,DI,1566,"New Orleans, La",2018-04-08,Tulane,Rio,Frohoff,4,1,"23-21, 21-16",DI,30.509119169569235,3.2225839226180732
0,DI,1566,"New Orleans, La",2018-04-08,Tulane,Ashley,Delgado,5,0,"22-20, 21-19",DI,27.018513047528934,3.1101516669608356
1,DI,1566,"New Orleans, La",2018-04-08,Tulane,Addison,Hermstad,5,0,"22-20, 21-19",DI,29.331574947938858,3.422070890368163
2,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Jessica,Clark,5,1,"22-20, 21-19",DI,29.618019822911943,3.469839117113162
3,DI,1566,"New Orleans, La",2018-04-08,Grand Canyon,Jamie,Walsh,5,1,"22-20, 21-19",DI,29.77763010104055,3.5596514240781167
0,DI,1574,"Honolulu, Hi",2018-04-08,LMU,McKayla,Ferris,1,0,"21-16, 21-16",DI,35.309918661705034,3.7611503431954376
1,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Savannah,Slattery,1,0,"21-16, 21-16",DI,35.12156879438456,3.753589456447655
2,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Jordan,Anderson,1,1,"21-16, 21-16",DI,39.53794827241865,4.395546847309482
3,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Kimmy,Gardiner,1,1,"21-16, 21-16",DI,39.53794827241866,4.395546847309482
0,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Sara,Kovac,2,0,"21-14, 21-18",DI,33.400805149735476,3.5038797410761147
1,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Jessie,Prichard,2,0,"21-14, 21-18",DI,33.41498434235327,3.497480901812874
2,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Destiny,Julye,2,1,"21-14, 21-18",DI,34.57712532728081,3.9790424416640477
3,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Courtney,Schwan,2,1,"21-14, 21-18",DI,34.57712532728083,3.9790424416640477
0,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Emma,Doud,3,0,"21-17, 19-21, 15-7",DI,32.78706115013565,3.2964215369703553
1,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Veronica,Nederend,3,0,"21-17, 19-21, 15-7",DI,31.07195359993074,3.2713490997834644
2,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Carly,Dehoog,3,1,"21-17, 19-21, 15-7",DI,37.17454195915771,3.860142607735775
3,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Shayne,Mcpherson,3,1,"21-17, 19-21, 15-7",DI,37.17454195915771,3.860142607735775
0,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Bozena,Culo,4,0,"13-21, 25-23, 15-10",DI,25.902907995501604,3.4211694138840643
1,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Maddie,Leiphardt,4,0,"13-21, 25-23, 15-10",DI,24.500276833386533,3.392543031677927
2,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Anna,Crabtree,4,1,"13-21, 25-23, 15-10",DI,29.225191822656807,4.3405097931055
3,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Natalie,Robinson,4,1,"13-21, 25-23, 15-10",DI,29.225191822656814,4.3405097931055
0,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Kara,Bajema,5,0,"13-21, 21-14, 15-11",DI,23.42890014731081,4.690607373373836
1,DI,1574,"Honolulu, Hi",2018-04-08,Washington,Samantha,Drechsel,5,0,"13-21, 21-14, 15-11",DI,24.151204610494545,6.25044671938395
2,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Kristen,Castellanos,5,1,"13-21, 21-14, 15-11",DI,31.52888180696555,6.0849863387268694
3,DI,1574,"Honolulu, Hi",2018-04-08,LMU,Cierra,Simpson,5,1,"13-21, 21-14, 15-11",DI,31.52888180696555,6.0849863387268694
0,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Adore,Anae,1,0,"21-17, 20-22, 16-14",DI,34.96751257405843,6.9056936422195365
1,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Dani,Barton,1,0,"21-17, 20-22, 16-14",DI,34.96751257405843,6.9056936422195365
2,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Emily,Maglio,1,1,"21-17, 20-22, 16-14",DI,51.036961707357925,3.563049016744408
3,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Ka'iwi,Schucht,1,1,"21-17, 20-22, 16-14",DI,51.036961707357925,3.563049016744408
0,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Tawnee,Luafalemana,2,0,"21-10, 21-5",DI,23.607243833048106,7.39607330846797
1,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Melissa,Powell,2,0,"21-10, 21-5",DI,23.60724383304811,7.39607330846797
2,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Morgan,Martin,2,1,"21-10, 21-5",DI,44.25436810185776,3.511103901592536
3,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Lea,Monkhouse,2,1,"21-10, 21-5",DI,43.85411354472338,3.5402676798708783
0,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Brianna,Doehrmann,3,0,"21-11, 21-9",DI,22.10598241743476,7.048337900420026
1,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Kenzie,Koerber,3,0,"21-11, 21-9",DI,22.10598241743476,7.048337900420026
2,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Carly,Kan,3,1,"21-11, 21-9",DI,38.58945402159622,3.060574948911772
3,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Laurel,Weaver,3,1,"21-11, 21-9",DI,37.9895740074458,3.0883589303241505
0,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Bailey,Choy,4,0,"22-20, 21-7",DI,26.62490319008362,6.47710539526373
1,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Berkeley,Oblad,4,0,"22-20, 21-7",DI,25.17281687313385,6.341210220474697
2,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Ari,Homayun,4,1,"22-20, 21-7",DI,36.63951102291336,3.2790424755883643
3,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Amy,Ozee,4,1,"22-20, 21-7",DI,36.63951102291336,3.2790424755883643
0,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Laura,Gauta,5,0,"21-17, 21-15",DI,20.62976183021482,6.942722003503395
1,DI,1575,"Honolulu, Hi",2018-04-08,Utah,Phoebe,Grace,5,0,"21-17, 21-15",DI,24.320264814175555,7.99549393251666
2,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Paige,Dreeuws,5,1,"21-17, 21-15",DI,34.25202495605942,3.3766600290767173
3,DI,1575,"Honolulu, Hi",2018-04-08,Hawaii,Hannah,Zalopany,5,1,"21-17, 21-15",DI,34.25202495605942,3.3766600290767173
0,DI,1579,"Stanford, Ca",2018-04-08,Pacific,Andie,Shelton,1,0,"21-8, 21-9",DI,25.69234340164132,5.476775669637279
1,DI,1579,"Stanford, Ca",2018-04-08,Pacific,Skylar,Wine,1,0,"21-8, 21-9",DI,32.31165658282324,4.479054298181578
2,DI,1579,"Stanford, Ca",2018-04-08,UCLA,Megan,McNamara,1,1,"21-8, 21-9",DI,51.35378723982545,3.186158532168822
3,DI,1579,"Stanford, Ca",2018-04-08,UCLA,Nicole,McNamara,1,1,"21-8, 21-9",DI,51.35378723982545,3.186158532168822
