,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
2374,1,JM Lewandowski,Nicole Lott,Marion Couraud,Sarah Bolton,UNC Wilmington,Missouri Baptist University,1454,20180330
2379,1,Mackenzie Allen,Amanda Carroll,Sophie Peel,Kacy Ogden,FGCU,Mercer,1455,20180331
2384,1,Torrey Van Winden,Tia Miric,Rachel Nieto,Nele Barber,Cal Poly SLO,Long Beach State,1456,20180401
2389,1,Nele Barber,Rachel Nieto,Sarah Davis,Mikaela Nocetti,Long Beach State,"Cal State University, Sacramento",1457,20180401
2394,1,Ginny Gerig,Cecily Gable,Jessie Wachtman,Liz Allen,Austin Peay State ,Morehead State,1458,20180402
2399,1,Ginny Gerig,Cecily Gable,Jessie Wachtman,Liz Allen,Austin Peay State ,Morehead State,1459,20180402
2404,1,Darby Dunn,Sammee Thomas,Mackenzie Allen,Amanda Carroll,Stetson,FGCU,1460,20180404
2409,1,Sammee Thomas,Darby Dunn,Mackenzie Allen,Amanda Carroll,Stetson,FGCU,1461,20180404
2414,1,Megan McNamara,Nicole McNamara,Rachel Nieto,Nele Barber,UCLA,Long Beach State,1463,20180404
2419,1,Madeline Mertz,Kaylie Mchugh,Gabby Love,Grace Convey,Tulane,ULM,1464,20180404
2424,1,Madeline Mertz,Kaylie Mchugh,Gabby Love,Grace Convey,Tulane,ULM,1465,20180404
2429,1,Megan McNamara,Nicole McNamara,Abril Bustamante,Tina Graudina,USC,UCLA,1466,20180404
2434,1,Katie Will,Sadie Anderson,Emily Fedonczak,Nichole LeFevre,Jacksonville State,Huntingdon,1467,20180403
2439,1,Katie Sato,Aeryn Owens,Kayla Tinker,Gabby Morrison,Cal State Northridge,Vanguard,1469,20180405
2444,1,Katie Sato,Aeryn Owens,Tristan Self,Vanessa Bernzen,Cal State Northridge,Concordia,1470,20180405
2449,1,Morgan Hughes,Payton Rund,Nandyala Gama,Lyndi Scholl,Saint Mary's,San Jose State University,1471,20180405
2454,1,Cassie House,Haven Hill,Annika Van Gunst,Teegan Van Gunst,TCU,Georgia State,1472,20180406
2459,1,Vanessa Freire,Victoria Paranagua,Carly Scarborough,Amanda Silva,Florida State,FAU,1473,20180406
2464,1,Cassie House,Haven Hill,Kenley Adams,Devon May,TCU,UAB,1474,20180406
2469,1,Katie Krawczyk,Morgan Dees,Carla Cahill,Dora Lulic,Jacksonville,Coastal Carolina,1475,20180406
2474,1,Carina Hoff,Courtney Miller,Carla Cahill,Dora Lulic,UNF,Coastal Carolina,1476,20180406
2479,1,Sammee Thomas,Darby Dunn,Taylor Woods,Katie Scherr,Stetson,Colorado Mesa,1477,20180406
2484,1,Alexia Inman,Mima Mirkovic,Kwyn Johnson,Mia Rivera,Cal,ASU,1478,20180406
2489,1,Natalie Anselmo,Olivia Macdonald,Sammee Thomas,Darby Dunn,Stetson,Arizona,1479,20180406
2494,1,Teegan Van Gunst,Annika Van Gunst,Kenley Adams,Devon May,Georgia State,UAB,1480,20180406
2499,1,Carly Scarborough,Amanda Silva,Maddy Kline,Nicole Lott,FAU,UNC Wilmington,1481,20180406
2504,1,Vanessa Freire,Victoria Paranagua,Cassie House,Haven Hill,Florida State,TCU,1482,20180406
2509,1,Vanessa Freire,Victoria Paranagua,Maddy Kline,Nicole Lott,Florida State,UNC Wilmington,1483,20180406
2514,1,Alexia Inman,Mima Mirkovic,Sammee Thomas,Darby Dunn,Cal,Stetson,1484,20180406
2519,1,Kwyn Johnson,Mia Rivera,Taylor Woods,Katie Scherr,ASU,Colorado Mesa,1485,20180406
2524,1,Carina Hoff,Courtney Miller,Jessica Johnson,Elli Gibson,UNF,Mercer,1486,20180406
2529,1,Katie Krawczyk,Morgan Dees,Kacy Ogden,Sophie Peel,Jacksonville,Mercer,1487,20180406
2534,1,Natalie Anselmo,Olivia Macdonald,Kwyn Johnson,Mia Rivera,Arizona,ASU,1488,20180406
2539,1,Teegan Van Gunst,Annika Van Gunst,Nicole Lott,Maddy Kline,Georgia State,UNC Wilmington,1501,20180407
2544,1,Annika Van Gunst,Teegan Van Gunst,Nicole Lott,Maddy Kline,Georgia State,UNC Wilmington,1502,20180407
2549,1,Carly Scarborough,Amanda Silva,Cassie House,Haven Hill,TCU,FAU,1503,20180407
2553,1,Ka'iwi Schucht,Emily Maglio,McKayla Ferris,Savannah  Slattery,Hawaii,LMU,1504,20180407
2558,1,Emily Maglio,Ka'iwi Schucht,Dani Barton,Adore Anae,Hawaii,Utah,1505,20180407
2563,1,McKayla Ferris,Savannah  Slattery,Jordan Anderson,Kimmy Gardiner,LMU,Washington,1506,20180407
2568,1,Jordan Anderson,Kimmy Gardiner,Adore Anae,Dani Barton,Washington,Utah,1512,20180407
2573,1,Savannah  Slattery,McKayla Ferris,Dani Barton,Adore Anae,Utah,LMU,1515,20180407
2578,1,Emily Maglio,Ka'iwi Schucht,Jordan Anderson,Kimmy Gardiner,Hawaii,Washington,1517,20180407
2583,1,Torrey Van Winden,Tia Miric,Morgan Hentz,Amelia Smith,Stanford,Cal Poly SLO,1521,20180407
2588,1,Megan McNamara,Nicole McNamara,Morgan Hughes,Payton Rund,UCLA,Saint Mary's,1522,20180407
2593,1,Megan McNamara,Nicole McNamara,Torrey Van Winden,Tia Miric,UCLA,Cal Poly SLO,1523,20180407
2598,1,Morgan Hentz,Amelia Smith,Skylar Wine,Andie Shelton,Stanford,Pacific,1524,20180407
2603,1,Natalie Anselmo,Olivia Macdonald,Taylor Woods,Katie Scherr,Arizona,Colorado Mesa,1525,20180407
2607,1,Alexia Inman,Mima Mirkovic,Taylor Woods,Katie Scherr,Cal,Colorado Mesa,1526,20180407
2612,1,Sammee Thomas,Darby Dunn,Kwyn Johnson,Mia Rivera,Stetson,ASU,1527,20180407
2617,1,Sammee Thomas,Darby Dunn,Gabby Morrison,Kayla Tinker,Stetson,Vanguard,1528,20180407
2622,1,Julia Topor,Anna Dalla Vecchia,Nandyala Gama,Lyndi Scholl,San Jose State University,USF,1529,20180407
2627,1,Natalie Anselmo,Olivia Macdonald,Alexia Inman,Mima Mirkovic,Arizona,Cal,1530,20180407
2632,1,Julia Topor,Anna Dalla Vecchia,Nandyala Gama,Lyndi Scholl,San Jose State University,USF,1531,20180407
2637,1,Nandyala Gama,Lyndi Scholl,Kristen Mead,Hailey Lindberg,San Jose State University,Santa Clara,1532,20180407
2642,1,Julia Topor,Anna Dalla Vecchia,Kristen Mead,Hailey Lindberg,USF,Santa Clara,1533,20180407
2647,1,Kaylie Mchugh,Madeline Mertz,Jessica Wooten,Aeriel Horton,Tulane,Houston Baptist,1534,20180407
2652,1,Molly Turner,Hannah Towne,Kimberly Schnars,Stephanie Pollnow,Grand Canyon,Central Arkansas,1535,20180407
2657,1,Kristen Nuss,Claire Coppola,Madeline Mertz,Kaylie Mchugh,Tulane,LSU,1536,20180407
2662,1,Carina Hoff,Courtney Miller,Carla Cahill,Dora Lulic,UNF,Coastal Carolina,1537,20180407
2666,1,Jessica Wooten,Aeriel Horton,Veronica Corcoran,Rachel Kuhn,Houston Baptist,New Orleans,1538,20180407
2671,1,Katie Krawczyk,Mackenzie Swan,Aleksandra Djuric,Leah Hardeman,Jacksonville,Coastal Carolina,1539,20180407
2675,1,Claire Coppola,Kristen Nuss,Hannah Towne,Molly Turner,LSU,Grand Canyon,1540,20180407
2680,1,Katie Krawczyk,Mackenzie Swan,Leah Hardeman,Aleksandra Djuric,Jacksonville,Coastal Carolina,1541,20180407
2684,1,Emily Hansen,Sydney Haynes,Karla Santos,Alejandra Negron,Cal State Bakersfield,CSULA,1542,20180407
2689,1,Sophie Peel,Kacy Ogden,Morgan Dees,Katie Krawczyk,Jacksonville,Mercer,1543,20180407
2693,1,Sarah Davis,Mikaela Nocetti,Karla Santos,Alejandra Negron,"Cal State University, Sacramento",CSULA,1544,20180407
2698,1,Maddie Irwin,Erin Martin,Sydney Haynes,Emily Hansen,Cal State Bakersfield,New Mexico,1545,20180407
2703,1,August Raskie,Lindsey Vander Weide,Cali Thompson,Tani Stephens ,Portland,Oregon,1546,20180407
2708,1,Emily Hansen,Sydney Haynes,Sarah Davis,Mikaela Nocetti,Cal State Bakersfield,"Cal State University, Sacramento",1547,20180407
2713,1,Katie Krawczyk,Mackenzie Swan,Leah Hardeman,Aleksandra Djuric,Jacksonville,Coastal Carolina,1548,20180407
2717,1,Carina Hoff,Courtney Miller,Amber Gibson,Gracie Garanich,UNF,Mercer,1549,20180407
2722,1,Sophie Peel,Kacy Ogden,Morgan Dees,Katie Krawczyk,Jacksonville,Mercer,1550,20180407
2727,1,Kwyn Johnson,Mia Rivera,Kayla Tinker,Gabby Morrison,ASU,Vanguard,1558,20180407
2732,1,Claire Coppola,Kristen Nuss,Aly Brinkley,Jessica Martinez,LSU,Central Arkansas,1563,20180408
2737,1,Molly Turner,Hannah Towne,Jessica Wooten,Aeriel Horton,Houston Baptist,Grand Canyon,1564,20180408
2742,1,Aly Brinkley,Jessica Martinez,Cara Sander,Victoria Corcoran,New Orleans,Central Arkansas,1565,20180408
2747,1,Kaylie Mchugh,Madeline Mertz,Molly Turner,Hannah Towne,Tulane,Grand Canyon,1566,20180408
2752,1,Jordan Anderson,Kimmy Gardiner,Savannah  Slattery,McKayla Ferris,Washington,LMU,1574,20180408
2757,1,Ka'iwi Schucht,Emily Maglio,Dani Barton,Adore Anae,Hawaii,Utah,1575,20180408
2762,1,Nicole McNamara,Megan McNamara,Andie Shelton,Skylar Wine,UCLA,Pacific,1579,20180408
2767,1,Megan McNamara,Nicole McNamara,Morgan Hentz,Amelia Smith,UCLA,Stanford,1580,20180408
2772,1,Madeline Mertz,Kaylie Mchugh,Jessica Martinez,Aly Brinkley,Tulane,Central Arkansas,1581,20180408
2777,1,Kaylie Mchugh,Madeline Mertz,Cara Sander,Victoria Corcoran,Tulane,New Orleans,1582,20180408
2782,1,Emily Sonny,Sam Manley,Andie Shelton,Skylar Wine,Cal Poly SLO,Pacific,1583,20180408
2787,1,Torrey Van Winden,Tia Miric,Morgan Hughes,Payton Rund,Cal Poly SLO,Saint Mary's,1584,20180408
2792,1,Emily Maglio,Ka'iwi Schucht,Jordan Anderson,Kimmy Gardiner,Hawaii,Washington,1585,20180408
2797,1,McKayla Ferris,Savannah  Slattery,Dani Barton,Adore Anae,LMU,Utah,1586,20180408
2802,1,Morgan Hughes,Payton Rund,Amelia Smith,Morgan Hentz,Saint Mary's,Stanford,1587,20180408
2807,1,Jessica Wooten,Aeriel Horton,Katie Will,Charis Ludtke,Houston Baptist,Jacksonville State,1588,20180302
2812,1,Corinne Quiggle,Deahna Kraft,Tina Graudina,Abril Bustamante,USC,Pepperdine,1589,20180410
2817,1,Andie Shelton,Skylar Wine,Kristen Mead,Hailey Lindberg,Pacific,Santa Clara,1590,20180410
2822,1,Amanda Carroll,Mackenzie Allen,Amber Lake,Carlee Baxter,FGCU,Webber,1591,20180410
2826,1,Amber Gibson,Gracie Garanich,Dora Lulic,Carla Cahill,Mercer,Coastal Carolina,1592,20180411
2831,1,Sophie Peel,Kacy Ogden,Carla Cahill,Dora Lulic,Mercer,Coastal Carolina,1593,20180411
2836,1,Aeryn Owens,Katie Sato,Sydney Haynes,Emily Hansen,Cal State Northridge,Cal State Bakersfield,1596,20180412
2841,1,Savannah  Slattery,McKayla Ferris,Sydney Haynes,Emily Hansen,LMU,Cal State Bakersfield,1597,20180412
2846,1,Savannah  Slattery,McKayla Ferris,Katie Sato,Aeryn Owens,LMU,Cal State Northridge,1598,20180412
2851,1,Madeline Mertz,Kaylie Mchugh,Krissy Mummey,Katja Ehlers,Tulane,College of Charleston,1599,20180413
2856,1,Margherita Bianchin,Federica Frasca,Kenley Adams,Devon May,FIU,UAB,1601,20180413
2861,1,Shannon Williams,Ali Denney,Leah Hardeman,Aleksandra Djuric,South Carolina,Coastal Carolina,1602,20180413
2866,1,Shannon Williams,Ali Denney,Kaylie Mchugh,Madeline Mertz,Tulane,South Carolina,1603,20180413
2871,1,Darby Dunn,Sammee Thomas,Carina Hoff,Courtney Miller,Stetson,UNF,1605,20180413
2876,1,Sammee Thomas,Darby Dunn,Katie Krawczyk,Morgan Dees,Stetson,Jacksonville,1606,20180413
2881,1,Amanda Carroll,Mackenzie Allen,Morgan Dees,Katie Krawczyk,FGCU,Jacksonville,1607,20180413
2886,1,Carina Hoff,Courtney Miller,Amanda Carroll,Mackenzie Allen,FGCU,UNF,1608,20180413
2891,1,Gabby Love,Grace Convey,Cecily Gable,Ginny Gerig,ULM,Austin Peay State ,1609,20180413
2898,1,Hayley Tippett,Megan Nash,Gabby Love,Grace Convey,Central Arkansas,ULM,1612,20180413
2903,1,Jessica Martinez,Aly Brinkley,Ginny Gerig,Cecily Gable,Central Arkansas,Austin Peay State ,1613,20180413
2908,1,Katja Ehlers,Krissy Mummey,Taylor Fricano,Veronica Snelling,Missouri State,College of Charleston,1614,20180413
2913,1,Leah Hardeman,Aleksandra Djuric,Taylor Fricano,Veronica Snelling,Coastal Carolina,Missouri State,1615,20180413
2918,1,Corinne Quiggle,Deahna Kraft,Natalie Anselmo,Olivia Macdonald,Pepperdine,Arizona,1622,20180414
2923,1,Torrey Van Winden,Tia Miric,Natalie Anselmo,Olivia Macdonald,Cal Poly SLO,Arizona,1623,20180414
2928,1,Amanda Carroll,Mackenzie Allen,Courtney Miller,Carina Hoff,UNF,FGCU,1624,20180414
2933,1,Corinne Quiggle,Deahna Kraft,Torrey Van Winden,Tia Miric,Pepperdine,Cal Poly SLO,1625,20180414
2938,1,Mackenzie Allen,Amanda Carroll,Morgan Dees,Katie Krawczyk,FGCU,Jacksonville,1626,20180414
2943,1,Megan Nash,Hayley Tippett,Gabby Love,Grace Convey,Central Arkansas,ULM,1627,20180414
2948,1,Megan Nash,Hayley Tippett,Ginny Gerig,Cecily Gable,Central Arkansas,Austin Peay State ,1628,20180414
2953,1,Federica Frasca,Margherita Bianchin,Kenley Adams,Devon May,UAB,FIU,1629,20180414
2958,1,Abril Bustamante,Tina Graudina,Jordan Anderson,Kimmy Gardiner,USC,Washington,1630,20180414
2963,1,Abril Bustamante,Tina Graudina,Morgan Hentz,Amelia Smith,USC,Stanford,1631,20180414
2968,1,Amelia Smith,Morgan Hentz,Lindsey Vander Weide,August Raskie,Stanford,Oregon,1632,20180414
2973,1,Alexia Inman,Mima Mirkovic,Lindsey Vander Weide,August Raskie,Cal,Oregon,1633,20180414
2978,1,Kaylie Mchugh,Madeline Mertz,Taylor Fricano,Veronica Snelling,Tulane,Missouri State,1634,20180414
2983,1,Kaylie Mchugh,Madeline Mertz,Aleksandra Djuric,Leah Hardeman,Tulane,Coastal Carolina,1635,20180414
2988,1,Erin Martin,Maddie Irwin,Eighmy Dobbins,Katelyn Mueller,New Mexico,Abilene Christian,1636,20180414
2993,1,Gabby Atchley,Whitney Walker,Maddie Irwin,Erin Martin,New Mexico,Texas A&M; Kingsville,1637,20180414
2995,1,Sammee Thomas,Darby Dunn,Morgan Dees,Katie Krawczyk,Stetson,Jacksonville,1639,20180414
3000,1,Sammee Thomas,Darby Dunn,Courtney Miller,Carina Hoff,Stetson,UNF,1640,20180414
3005,1,Sabryn Roberts,Janell Walley,Kwyn Johnson,Mia Rivera,Boise State,ASU,1641,20180414
3010,1,Gabby Love,Grace Convey,Ginny Gerig,Cecily Gable,ULM,Austin Peay State ,1642,20180414
3019,1,Nele Barber,Sasha Karelov,Adore Anae,Dani Barton,Long Beach State,Utah,1644,20180414
3024,1,Katja Ehlers,Devon Rachel,Leah Hardeman,Aleksandra Djuric,College of Charleston,Coastal Carolina,1645,20180414
3029,1,Adore Anae,Dani Barton,Emily Hansen,Sydney Haynes,Utah,Cal State Bakersfield,1646,20180414
3034,1,Adore Anae,Dani Barton,Emily Hansen,Sydney Haynes,Utah,Cal State Bakersfield,1647,20180414
3039,1,Shannon Williams,Ali Denney,Taylor Fricano,Veronica Snelling,South Carolina,Missouri State,1648,20180414
3044,1,Ali Denney,Shannon Williams,Katja Ehlers,Devon Rachel,South Carolina,College of Charleston,1649,20180414
3049,1,Claire Coppola,Kristen Nuss,Haven Hill,Cassie House,LSU,TCU,1650,20180414
3054,1,Claire Coppola,Kristen Nuss,Haven Hill,Cassie House,LSU,TCU,1651,20180414
3059,1,Haven Hill,Cassie House,Katie Will,Sadie Anderson,TCU,Jacksonville State,1652,20180414
3064,1,Ka'iwi Schucht,Emily Maglio,Sabryn Roberts,Janell Walley,Hawaii,Boise State,1653,20180414
3069,1,Victoria Paranagua,Vanessa Freire,Teegan Van Gunst,Annika Van Gunst,Florida State,Georgia State,1654,20180414
3074,1,Vanessa Freire,Victoria Paranagua,Jessica Wooten,Aeriel Horton,Florida State,Houston Baptist,1655,20180414
3079,1,Vanessa Freire,Victoria Paranagua,Rachel Kuhn,Veronica Corcoran,Florida State,New Orleans,1656,20180414
3084,1,Nele Barber,Sasha Karelov,Emily Hansen,Sydney Haynes,Long Beach State,Cal State Bakersfield,1657,20180414
3089,1,Claire Coppola,Kristen Nuss,Annika Van Gunst,Teegan Van Gunst,LSU,Georgia State,1658,20180414
3094,1,Andie Shelton,Skylar Wine,Lana Brown,Mikaela Nocetti,Pacific,"Cal State University, Sacramento",1660,20180414
3099,1,Nandyala Gama,Lyndi Scholl,Andie Shelton,Skylar Wine,Pacific,San Jose State University,1661,20180414
3104,1,Nandyala Gama,Lyndi Scholl,Sarah Davis,Mikaela Nocetti,"Cal State University, Sacramento",San Jose State University,1662,20180414
3109,1,Emily Maglio,Ka'iwi Schucht,Kwyn Johnson,Mia Rivera,Hawaii,ASU,1663,20180414
3114,1,Kimmy Gardiner,Jordan Anderson,Iya Lindahl,Jessica Gaffney,Washington,Cal,1664,20180414
3119,1,Abigail Devido,Selina Marolf,Katelyn Mueller,Eighmy Dobbins,Texas A&M; Corpus Christi,Abilene Christian,1665,20180414
3124,1,Jessica Wooten,Aeriel Horton,Katie Will,Sadie Anderson,Houston Baptist,Jacksonville State,1666,20180414
3129,1,Alexia Inman,Mima Mirkovic,Abril Bustamante,Tina Graudina,USC,Cal,1667,20180415
3134,1,Vanessa Freire,Victoria Paranagua,Claire Coppola,Kristen Nuss,Florida State,LSU,1668,20180415
3139,1,Abigail Devido,Selina Marolf,Erin Martin,Maddie Irwin,New Mexico,Texas A&M; Corpus Christi,1669,20180415
3144,1,Amelia Smith,Morgan Hentz,Mima Mirkovic,Alexia Inman,Stanford,Cal,1670,20180415
3149,1,Cara Sander,Victoria Corcoran,Katie Will,Sadie Anderson,New Orleans,Jacksonville State,1671,20180415
3154,1,Vanessa Freire,Victoria Paranagua,Katie Will,Sadie Anderson,Florida State,Jacksonville State,1672,20180415
3159,1,Jordan Anderson,Kimmy Gardiner,Lindsey Vander Weide,August Raskie,Washington,Oregon,1673,20180415
3164,1,Tina Graudina,Abril Bustamante,August Raskie,Lindsey Vander Weide,USC,Oregon,1674,20180415
3169,1,Teegan Van Gunst,Annika Van Gunst,Cassie House,Haven Hill,Georgia State,TCU,1675,20180415
3174,1,Haven Hill,Cassie House,Jessica Wooten,Aeriel Horton,Houston Baptist,TCU,1676,20180415
3179,1,Sabryn Roberts,Janell Walley,Kwyn Johnson,Mia Rivera,Boise State,ASU,1677,20180415
3184,1,Nele Barber,Sasha Karelov,McKayla Ferris,Savannah  Slattery,Long Beach State,LMU,1678,20180415
3189,1,Emily Maglio,Ka'iwi Schucht,Kwyn Johnson,Mia Rivera,Hawaii,ASU,1679,20180415
3194,1,Claire Coppola,Kristen Nuss,Jessica Wooten,Aeriel Horton,Houston Baptist,LSU,1680,20180415
3199,1,Nele Barber,Sasha Karelov,Adore Anae,Dani Barton,Utah,Long Beach State,1681,20180415
3204,1,McKayla Ferris,Savannah  Slattery,Adore Anae,Dani Barton,Utah,LMU,1682,20180415
3209,1,Annika Van Gunst,Teegan Van Gunst,Rachel Kuhn,Veronica Corcoran,Georgia State,New Orleans,1683,20180415
3215,1,Morgan Hentz,Amelia Smith,Kimmy Gardiner,Jordan Anderson,Stanford,Washington,1686,20180415
3220,1,Emily Maglio,Ka'iwi Schucht,Sabryn Roberts,Janell Walley,Hawaii,Boise State,1687,20180415
3225,1,Abril Bustamante,Tina Graudina,Nele Barber,Sasha Karelov,USC,Long Beach State,1707,20180417
3230,1,Nele Barber,Sasha Karelov,Hannah Towne,Molly Turner,Long Beach State,Grand Canyon,1708,20180417
3235,1,Mima Mirkovic,Alexia Inman,Morgan Hughes,Payton Rund,Saint Mary's,Cal,1709,20180417
3240,1,Abril Bustamante,Tina Graudina,Hannah Towne,Molly Turner,USC,Grand Canyon,1710,20180417
3245,1,Olivia Macdonald,Natalie Anselmo,Kwyn Johnson,Mia Rivera,Arizona,ASU,1711,20180418
3250,1,Megan McNamara,Nicole McNamara,Nele Barber,Sasha Karelov,UCLA,Long Beach State,1712,20180419
3255,1,Katie Sato,Aeryn Owens,Karla Santos,Alejandra Negron,Cal State Northridge,CSULA,1713,20180419
3260,1,Hannah Towne,Molly Turner,Adore Anae,Dani Barton,Utah,Grand Canyon,1714,20180419
3265,1,Vanessa Freire,Victoria Paranagua,Maddy Kline,Nicole Lott,Florida State,UNC Wilmington,1715,20180420
3270,1,Cadie Bates,Katie Smith,Devon May,Kenley Adams,South Carolina,UAB,1716,20180420
3275,1,Kristen Nuss,Claire Coppola,Annika Van Gunst,Teegan Van Gunst,LSU,Georgia State,1717,20180420
3280,1,Margherita Bianchin,Federica Frasca,Katja Ehlers,Krissy Mummey,FIU,College of Charleston,1718,20180420
3285,1,Victoria Paranagua,Vanessa Freire,Carly Scarborough,Amanda Silva,Florida State,FAU,1719,20180420
3290,1,Cadie Bates,Katie Smith,Kaylie Mchugh,Madeline Mertz,South Carolina,Tulane,1720,20180420
3295,1,Katja Ehlers,Krissy Mummey,Devon May,Kenley Adams,UAB,College of Charleston,1721,20180420
3300,1,Claire Coppola,Kristen Nuss,Nicole Lott,Maddy Kline,LSU,UNC Wilmington,1722,20180420
3305,1,Payton Rund,Morgan Hughes,Tani Stephens ,Cali Thompson,Saint Mary's,Portland,1723,20180420
3310,1,McKayla Ferris,Savannah  Slattery,Kristen Mead,Hailey Lindberg,LMU,Santa Clara,1724,20180420
3314,1,McKayla Ferris,Savannah  Slattery,Kristen Mead,Hailey Lindberg,LMU,Santa Clara,1725,20180420
3318,1,Federica Frasca,Margherita Bianchin,Kaylie Mchugh,Madeline Mertz,Tulane,FIU,1726,20180420
3323,1,Annika Van Gunst,Teegan Van Gunst,Carly Scarborough,Amanda Silva,Georgia State,FAU,1727,20180420
3328,1,Natalie Anselmo,Olivia Macdonald,Maddie Irwin,Erin Martin,Arizona,New Mexico,1728,20180420
3333,1,Dani Barton,Adore Anae,Jackie Woods,Kat McCullough,Utah,Benedictine,1729,20180420
3338,1,Erin Martin,Maddie Irwin,Jackie Woods,Kat McCullough,New Mexico,Benedictine,1730,20180420
3343,1,Deahna Kraft,Corinne Quiggle,Andie Shelton,Skylar Wine,Pepperdine,Pacific,1731,20180420
3348,1,Payton Rund,Morgan Hughes,McKayla Ferris,Savannah  Slattery,Saint Mary's,LMU,1732,20180420
3353,1,Tani Stephens ,Cali Thompson,Kristen Mead,Hailey Lindberg,Santa Clara,Portland,1733,20180420
3358,1,Andie Shelton,Skylar Wine,Tani Stephens ,Cali Thompson,Portland,Pacific,1734,20180420
3363,1,Savannah  Slattery,McKayla Ferris,Julia Topor,Anna Dalla Vecchia,LMU,USF,1735,20180420
3368,1,Andie Shelton,Skylar Wine,Anna Dalla Vecchia,Julia Topor,USF,Pacific,1736,20180420
3376,1,Torrey Van Winden,Tia Miric,Nandyala Gama,Lyndi Scholl,Cal Poly SLO,San Jose State University,1738,20180420
3381,1,Taylor Nelson,Adlee Van Winden,Kelli Dowell,Dani Erdelatz,Cal Poly SLO,Vanguard,1739,20180420
3386,1,Ginny Gerig,Cecily Gable,Jessie Wachtman,Liz Allen,Austin Peay State ,Morehead State,1742,20180420
3391,1,Cecily Gable,Ginny Gerig,Katie Will,Sadie Anderson,Austin Peay State ,Jacksonville State,1743,20180420
3396,1,Danielle Ged,Hailey Lake,Katie Will,Sadie Anderson,Jacksonville State,Lincoln Memorial,1744,20180420
3398,1,Natalie Anselmo,Olivia Macdonald,Dani Barton,Adore Anae,Utah,Arizona,1746,20180420
3403,1,Jordan Anderson,Kimmy Gardiner,Janell Walley,Sabryn Roberts,Washington,Boise State,1752,20180420
3408,1,Cadie Bates,Katie Smith,Katja Ehlers,Krissy Mummey,South Carolina,College of Charleston,1765,20180421
3413,1,Victoria Paranagua,Vanessa Freire,Claire Coppola,Kristen Nuss,LSU,Florida State,1766,20180421
3418,1,Cadie Bates,Katie Smith,Katja Ehlers,Krissy Mummey,South Carolina,College of Charleston,1767,20180421
3423,1,Jessica Wooten,Aeriel Horton,Selina Marolf,Abigail Devido,Houston Baptist,Texas A&M; Corpus Christi,1768,20180420
3428,1,Jessica Wooten,Aeriel Horton,Veronica Corcoran,Cara Sander,Houston Baptist,New Orleans,1769,20180420
3433,1,Deahna Kraft,Corinne Quiggle,Payton Rund,Morgan Hughes,Pepperdine,Saint Mary's,1770,20180421
3438,1,Kaylie Mchugh,Madeline Mertz,Devon May,Kenley Adams,Tulane,UAB,1771,20180421
3443,1,Carly Scarborough,Amanda Silva,Nicole Lott,Maddy Kline,UNC Wilmington,FAU,1772,20180421
3448,1,Victoria Paranagua,Vanessa Freire,Annika Van Gunst,Teegan Van Gunst,Florida State,Georgia State,1773,20180421
3453,1,Cadie Bates,Katie Smith,Federica Frasca,Margherita Bianchin,FIU,South Carolina,1774,20180421
3458,1,McKayla Ferris,Savannah  Slattery,Andie Shelton,Skylar Wine,LMU,Pacific,1775,20180421
3463,1,Kaylie Mchugh,Madeline Mertz,Katja Ehlers,Krissy Mummey,Tulane,College of Charleston,1776,20180421
3468,1,Claire Coppola,Kristen Nuss,Carly Scarborough,Amanda Silva,LSU,FAU,1777,20180421
3473,1,Adore Anae,Dani Barton,Maddie Irwin,Erin Martin,Utah,New Mexico,1778,20180421
3478,1,Darby Dunn,Sammee Thomas,Morgan Dees,Katie Krawczyk,Stetson,Jacksonville,1779,20180421
3483,1,Carina Hoff,Courtney Miller,Amanda Carroll,Mackenzie Allen,UNF,FGCU,1780,20180421
3488,1,Morgan Dees,Katie Krawczyk,Sophie Peel,Kacy Ogden,Jacksonville,Mercer,1781,20180421
3496,1,Payton Rund,Morgan Hughes,McKayla Ferris,Savannah  Slattery,LMU,Saint Mary's,1783,20180421
3501,1,Deahna Kraft,Corinne Quiggle,Payton Rund,Morgan Hughes,Pepperdine,Saint Mary's,1784,20180421
3506,1,Jessica Gaffney,Mima Mirkovic,Amelia Smith,Morgan Hentz,Cal,Stanford,1785,20180421
3511,1,Amanda Carroll,Mackenzie Allen,Sophie Peel,Kacy Ogden,FGCU,Mercer,1786,20180421
3516,1,Payton Gidney,Emily Greim,Katie Will,Sadie Anderson,Jacksonville State,Spring Hill College,1787,20180421
3517,1,Jordan Anderson,Kimmy Gardiner,Janell Walley,Sabryn Roberts,Boise State,Washington,1789,20180421
3522,1,Katie Sato,Aeryn Owens,Kayla Tinker,Gabby Morrison,Cal State Northridge,Vanguard,1790,20180421
3527,1,Katie Sato,Aeryn Owens,Emily Hansen,Sydney Haynes,Cal State Northridge,Cal State Bakersfield,1791,20180421
3532,1,Emily Hansen,Sydney Haynes,Gabby Morrison,Kayla Tinker,Cal State Bakersfield,Vanguard,1792,20180421
3537,1,Federica Frasca,Margherita Bianchin,Devon May,Kenley Adams,FIU,UAB,1793,20180421
3542,1,Annika Van Gunst,Teegan Van Gunst,Nicole Lott,Maddy Kline,Georgia State,UNC Wilmington,1794,20180421
