division,compID,location,date,college,first_name,last_name,position,result,score
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Kayla,Tinker,1,0,"21-9, 21-11"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Gabby,Morrison,1,0,"21-9, 21-11"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Katie,Pyles,2,1,"21-12, 21-15"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Jessica,Stansfield,2,1,"21-12, 21-15"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Hannah,Holder,2,0,"21-12, 21-15"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Kelli,Dowell,2,0,"21-12, 21-15"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Hannah,Towne,3,1,"21-17, 21-11"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Taylor,Jarzombek,3,1,"21-17, 21-11"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Charity,Dennis,3,0,"21-17, 21-11"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Dani,Erdelatz,3,0,"21-17, 21-11"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Bella,Baumann,4,1,"21-8, 21-8"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Jessica,Clark,4,1,"21-8, 21-8"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Eliana,Johnson,4,0,"21-8, 21-8"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Karly,Cantu,4,0,"21-8, 21-8"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Jamie ,Walsh,5,1,"21-5, 21-3"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Emily,Reinking,5,1,"21-5, 21-3"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Bree,Bolton,5,0,"21-5, 21-3"
NAIA,992,"Phoenix, Az",2018-03-02,Vanguard,Karli,Burk,5,0,"21-5, 21-3"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Aeriel,Horton,1,1,"21-13, 21-13"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Jessica,Wooten,1,1,"21-13, 21-13"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Katie,Will,1,0,"21-13, 21-13"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Charis,Ludtke,1,0,"21-13, 21-13"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Kayla,Armer,2,1,"22-20, 21-11"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Tori,Hinojosa,2,1,"22-20, 21-11"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Sadie,Anderson,2,0,"22-20, 21-11"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Hannah,Kirk,2,0,"22-20, 21-11"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Bailey,Banks,3,1,"21-14, 21-15"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Katya,Silveira,3,1,"21-14, 21-15"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Sam,Bogdan,3,0,"21-14, 21-15"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Grace,Jarnagin,3,0,"21-14, 21-15"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Brennan,Miller,4,1,"21-18, 21-18"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Danielle,Wheeler,4,1,"21-18, 21-18"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Bethany,Randall,4,0,"21-18, 21-18"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Maddie,Cloutier,4,0,"21-18, 21-18"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Meagan,Carter,5,1,"21-16, 21-12"
DI,1588,"Covington, La",2018-03-02,Houston Baptist,Kali,Fluke,5,1,"21-16, 21-12"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Hailey,Hughes,5,0,"21-16, 21-12"
DI,1588,"Covington, La",2018-03-02,Jacksonville State,Shayla,Schmidt,5,0,"21-16, 21-12"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Kwyn,Johnson,1,0,"21-15, 21-11"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Mia,Rivera,1,0,"21-15, 21-11"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Torrey,Van Winden,1,1,"21-15, 21-11"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Tia,Miric,1,1,"21-15, 21-11"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Halle,Parker,2,0,"17-21, 22-20, 15-11"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Kara ,Woodard,2,0,"17-21, 22-20, 15-11"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Emily,Sonny,2,1,"17-21, 22-20, 15-11"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Sam,Manley,2,1,"17-21, 22-20, 15-11"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Ellyson,Lundberg,3,1,"21-17, 21-16"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Katelyn,Carballo,3,1,"21-17, 21-16"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Raeann,Greisen,3,0,"21-17, 21-16"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Hannah,Hubbard,3,0,"21-17, 21-16"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Katie,Cross,4,0,"21-7, 21-8"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Cierra,Flood,4,0,"21-7, 21-8"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Taylor,Nelson,4,1,"21-7, 21-8"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Adlee,Van Winden,4,1,"21-7, 21-8"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Samantha,Plaster,5,0,"21-14, 21-12"
DI,918,"Fort Worth, TX",2018-03-03,ASU,Kate ,Baldwin,5,0,"21-14, 21-12"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Macy,Gordon,5,1,"21-14, 21-12"
DI,918,"Fort Worth, TX",2018-03-03,Cal Poly SLO,Heather,Pembroke,5,1,"21-14, 21-12"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Katja,Ehlers,1,0,"22-20, 21-11"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Krissy,Mummey,1,0,"22-20, 21-11"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Victoria,Paranagua,1,1,"22-20, 21-11"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Macy,Jerger,1,1,"22-20, 21-11"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Devon,Rachel,2,0,"19-21, 21-19, 15-9"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Mckala,Rhodes,2,0,"19-21, 21-19, 15-9"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Brooke,Kuhlman,2,1,"19-21, 21-19, 15-9"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Vanessa,Freire,2,1,"19-21, 21-19, 15-9"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Riana ,Brennan,3,0,"23-25, 21-11, 15-11"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Kennedy,Madison,3,0,"23-25, 21-11, 15-11"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Hailey,Luke,3,1,"23-25, 21-11, 15-11"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Katie,Horton,3,1,"23-25, 21-11, 15-11"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Allison,Beckman,4,0,"19-21, 21-10, 15-8"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Lauren,Freed,4,0,"19-21, 21-10, 15-8"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Francesca,Goncalves,4,1,"19-21, 21-10, 15-8"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Sara,Putt,4,1,"19-21, 21-10, 15-8"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Logan,Manusky,5,0,"21-11, 21-15"
DI,919,"Tallahassee, FL",2018-03-03,College of Charleston,Taylor,Foley,5,0,"21-11, 21-15"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Molly,McBain,5,1,"21-11, 21-15"
DI,919,"Tallahassee, FL",2018-03-03,Florida State,Madison,Fitzpatrick,5,1,"21-11, 21-15"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Federica,Frasca,1,1,"21-17, 21-14"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Margherita,Bianchin,1,1,"21-17, 21-14"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Sunniva,Helland-Hansen,1,0,"21-17, 21-14"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Carly,Perales,1,0,"21-17, 21-14"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Lina,Bernier,2,1,"32-30, 21-13"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Dorina,Klinger,2,1,"32-30, 21-13"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Darby,Dunn,2,0,"32-30, 21-13"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Sammee,Thomas,2,0,"32-30, 21-13"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Erika,Zembyla,3,0,"21-18, 21-14"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Anabela,Sataric,3,0,"21-18, 21-14"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Rachel,Noble,3,1,"21-18, 21-14"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Samantha,Harris,3,1,"21-18, 21-14"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Estefanie ,Bethancourt,4,1,"21-11, 20-22, 15-11"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Natalia,Giron,4,1,"21-11, 20-22, 15-11"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Alexa,Richardson,4,0,"21-11, 20-22, 15-11"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Katinka,Krahn,4,0,"21-11, 20-22, 15-11"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Taija,Thomas,5,1,"21-14, 10-21, 15-13"
DI,920,"Tallahassee, FL",2018-03-03,FIU,Mariana,Dal Pozzo,5,1,"21-14, 10-21, 15-13"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Rebecca,Ingram,5,0,"21-14, 10-21, 15-13"
DI,920,"Tallahassee, FL",2018-03-03,Stetson,Quinci,Birker,5,0,"21-14, 10-21, 15-13"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Jessalyn,Kinlaw,1,0,"14-21, 21-19, 17-15"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Gabrielle,Dischler,1,0,"14-21, 21-19, 17-15"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Carina,Hoff,1,1,"14-21, 21-19, 17-15"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Courtney,Miller,1,1,"14-21, 21-19, 17-15"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Brittany,Pellitteri,2,0,"21-15, 19-21, 16-14"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Carly,Scarborough,2,0,"21-15, 19-21, 16-14"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Taryn,Griffey,2,1,"21-15, 19-21, 16-14"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Chaney,Howard,2,1,"21-15, 19-21, 16-14"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Nicole,Grant,3,1,"21-15, 14-21, 15-11"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Nicole,Navarro,3,1,"21-15, 14-21, 15-11"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Casey,Justice,3,0,"21-15, 14-21, 15-11"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Brittany,Pase,3,0,"21-15, 14-21, 15-11"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Kaila,Dorish,4,1,"21-15, 21-14"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Amanda,Silva,4,1,"21-15, 21-14"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Madilyn,McCarty,4,0,"21-15, 21-14"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Nicole,DeBolt,4,0,"21-15, 21-14"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Erica,Brok,5,1,"21-12, 21-14"
DI,921,"St. Augustine, FL",2018-03-03,FAU,Mackenzie,Morris,5,1,"21-12, 21-14"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Marissa,Rogers,5,0,"21-12, 21-14"
DI,921,"St. Augustine, FL",2018-03-03,UNF,Callie,Workman,5,0,"21-12, 21-14"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Cassie,House,1,0,"21-17, 21-17"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Haven,Hill,1,0,"21-17, 21-17"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Madeline,Mertz,1,1,"21-17, 21-17"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Kaylie,Mchugh,1,1,"21-17, 21-17"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Jaelyn,Greene,2,1,"21-14, 21-13"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Jillian,Bergeson,2,1,"21-14, 21-13"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Ashley,Delgado,2,0,"21-14, 21-13"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Tarin,Mergener,2,0,"21-14, 21-13"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Hannah,Rogers,3,1,"21-12, 21-13"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Molly,Scheel,3,1,"21-12, 21-13"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Lan,Nguyen,3,0,"21-12, 21-13"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Rio,Frohoff,3,0,"21-12, 21-13"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Jordan,Westendorf,4,0,"21-14, 21-14"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Brooke,Sassin,4,0,"21-14, 21-14"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Gabriella,Becerra,4,1,"21-14, 21-14"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Anna,Chin,4,1,"21-14, 21-14"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Jensyn,Bledsoe,5,0,"17-21, 21-18, 15-9"
DI,922,"Fort Worth, TX",2018-03-03,TCU,Kristy,Wieser,5,0,"17-21, 21-18, 15-9"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Briana,Correa,5,1,"17-21, 21-18, 15-9"
DI,922,"Fort Worth, TX",2018-03-03,Tulane,Lauren,Orlich,5,1,"17-21, 21-18, 15-9"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Mia,Rivera,1,0,"21-19, 21-15"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Kwyn,Johnson,1,0,"21-19, 21-15"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Kaylie,Mchugh,1,1,"21-19, 21-15"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Madeline,Mertz,1,1,"21-19, 21-15"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Natalie,Braun,2,0,"21-16, 21-18"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Frances,Giedraitis,2,0,"21-16, 21-18"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Ashley,Delgado,2,1,"21-16, 21-18"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Tarin,Mergener,2,1,"21-16, 21-18"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Katelyn,Carballo,3,0,"21-15, 12-21, 15-12"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Ellyson,Lundberg,3,0,"21-15, 12-21, 15-12"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Lan,Nguyen,3,1,"21-15, 12-21, 15-12"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Rio,Frohoff,3,1,"21-15, 12-21, 15-12"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Samantha,Plaster,4,0,"21-13, 17-21, 15-10"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Kate ,Baldwin,4,0,"21-13, 17-21, 15-10"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Gabriella,Becerra,4,1,"21-13, 17-21, 15-10"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Anna,Chin,4,1,"21-13, 17-21, 15-10"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Katie,Cross,5,0,"21-11, 21-17"
DI,923,"Fort Worth, TX",2018-03-03,ASU,Cierra,Flood,5,0,"21-11, 21-17"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Lauren,Orlich,5,1,"21-11, 21-17"
DI,923,"Fort Worth, TX",2018-03-03,Tulane,Briana,Correa,5,1,"21-11, 21-17"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Madalyn,Roh,1,0,"21-14, 16-21, 15-9"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Brook,Bauer,1,0,"21-14, 16-21, 15-9"
DI,924,"Malibu, CA",2018-03-03,USC,Tina,Graudina,1,1,"21-14, 16-21, 15-9"
DI,924,"Malibu, CA",2018-03-03,USC,Abril,Bustamante,1,1,"21-14, 16-21, 15-9"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Deahna,Kraft,2,1,"21-15, 21-16"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Corinne,Quiggle,2,1,"21-15, 21-16"
DI,924,"Malibu, CA",2018-03-03,USC,Sammy,Slater,2,0,"21-15, 21-16"
DI,924,"Malibu, CA",2018-03-03,USC,Terese,Cannon,2,0,"21-15, 21-16"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Gigi,Hernandez,3,1,"21-18, 21-14"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Heidi,Dyer,3,1,"21-18, 21-14"
DI,924,"Malibu, CA",2018-03-03,USC,Joy,Dennis,3,0,"21-18, 21-14"
DI,924,"Malibu, CA",2018-03-03,USC,Brianna,Sizemore,3,0,"21-18, 21-14"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Skylar,Caputo,4,1,"21-15, 19-21, 15-7"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Alexis,Filippone,4,1,"21-15, 19-21, 15-7"
DI,924,"Malibu, CA",2018-03-03,USC,Alexandra,Poletto,4,0,"21-15, 19-21, 15-7"
DI,924,"Malibu, CA",2018-03-03,USC,Haley,Hallgren,4,0,"21-15, 19-21, 15-7"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Jordan,Ferrari,5,0,"21-14, 21-5"
DI,924,"Malibu, CA",2018-03-03,Pepperdine,Maddie,Dilfer,5,0,"21-14, 21-5"
DI,924,"Malibu, CA",2018-03-03,USC,Jo,Kremer,5,1,"21-14, 21-5"
DI,924,"Malibu, CA",2018-03-03,USC,Jenna,Belton,5,1,"21-14, 21-5"
DI,925,"Malibu, CA",2018-03-03,UCLA,Megan,McNamara,1,0,"21-18, 8-21, 15-6"
DI,925,"Malibu, CA",2018-03-03,UCLA,Nicole,McNamara,1,0,"21-18, 8-21, 15-6"
DI,925,"Malibu, CA",2018-03-03,USC,Terese,Cannon,1,1,"21-18, 8-21, 15-6"
DI,925,"Malibu, CA",2018-03-03,USC,Abril,Bustamante,1,1,"21-18, 8-21, 15-6"
DI,925,"Malibu, CA",2018-03-03,UCLA,Sarah,Sponcil ,2,1,"23-21, 21-15"
DI,925,"Malibu, CA",2018-03-03,UCLA,Lily,Justine,2,1,"23-21, 21-15"
DI,925,"Malibu, CA",2018-03-03,USC,Brianna,Sizemore,2,0,"23-21, 21-15"
DI,925,"Malibu, CA",2018-03-03,USC,Sammy,Slater,2,0,"23-21, 21-15"
DI,925,"Malibu, CA",2018-03-03,UCLA,Madi,Yeomans,3,0,"18-21, 23-21, 15-11"
DI,925,"Malibu, CA",2018-03-03,UCLA,Elise,Zappia,3,0,"18-21, 23-21, 15-11"
DI,925,"Malibu, CA",2018-03-03,USC,Haley,Hallgren,3,1,"18-21, 23-21, 15-11"
DI,925,"Malibu, CA",2018-03-03,USC,Joy,Dennis,3,1,"18-21, 23-21, 15-11"
DI,925,"Malibu, CA",2018-03-03,UCLA,Megan,Muret,4,0,"25-23, 21-19"
DI,925,"Malibu, CA",2018-03-03,UCLA,Izzy,Carey,4,0,"25-23, 21-19"
DI,925,"Malibu, CA",2018-03-03,USC,Jenna,Belton,4,1,"25-23, 21-19"
DI,925,"Malibu, CA",2018-03-03,USC,Jo,Kremer,4,1,"25-23, 21-19"
DI,925,"Malibu, CA",2018-03-03,UCLA,Zana,Muno,5,1,"21-15, 21-16"
DI,925,"Malibu, CA",2018-03-03,UCLA,Savvy,Simo,5,1,"21-15, 21-16"
DI,925,"Malibu, CA",2018-03-03,USC,Alexandra,Poletto,5,0,"21-15, 21-16"
DI,925,"Malibu, CA",2018-03-03,USC,Maja,Kaiser,5,0,"21-15, 21-16"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Kristen,Nuss,1,1,"21-14, 23-21"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Claire,Coppola,1,1,"21-14, 23-21"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Courtney,Miller,1,0,"21-14, 23-21"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Carina,Hoff,1,0,"21-14, 23-21"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Hunter,Domanski,2,0,"16-21, 21-19, 15-11"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Haleigh,Nelson,2,0,"16-21, 21-19, 15-11"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Chaney,Howard,2,1,"16-21, 21-19, 15-11"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Taryn,Griffey,2,1,"16-21, 21-19, 15-11"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Nicole,Decker,3,1,"21-15, 21-14"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Maddie,Ligon,3,1,"21-15, 21-14"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Casey,Justice,3,0,"21-15, 21-14"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Brittany,Pase,3,0,"21-15, 21-14"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Emmy,Allen,4,1,"21-12, 21-9"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Megan,Davenport,4,1,"21-12, 21-9"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Mallory,Waggoner,4,0,"21-12, 21-9"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Callie,Workman,4,0,"21-12, 21-9"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Gina,Tillis,5,1,"21-18, 13-21, 15-11"
DI,926,"St. Augustine, FL",2018-03-03,LSU,Riley,Young,5,1,"21-18, 13-21, 15-11"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Madilyn,McCarty,5,0,"21-18, 13-21, 15-11"
DI,926,"St. Augustine, FL",2018-03-03,UNF,Nicole,DeBolt,5,0,"21-18, 13-21, 15-11"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Maddie,Irwin,1,0,"10-21, 21-17, 19-17"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Erin,Martin,1,0,"10-21, 21-17, 19-17"
DI,927,"Tucson, AZ",2018-03-03,Washington,Kimmy,Gardiner,1,1,"10-21, 21-17, 19-17"
DI,927,"Tucson, AZ",2018-03-03,Washington,Jordan,Anderson,1,1,"10-21, 21-17, 19-17"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Yasmin,Tan,2,0,"21-7, 21-12"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Chloe,Crappell,2,0,"21-7, 21-12"
DI,927,"Tucson, AZ",2018-03-03,Washington,Courtney,Schwan,2,1,"21-7, 21-12"
DI,927,"Tucson, AZ",2018-03-03,Washington,Destiny,Julye,2,1,"21-7, 21-12"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Lauren,Twitty,3,0,"21-19, 17-21, 16-14"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Eastyn,Baleto,3,0,"21-19, 17-21, 16-14"
DI,927,"Tucson, AZ",2018-03-03,Washington,Carly,Dehoog,3,1,"21-19, 17-21, 16-14"
DI,927,"Tucson, AZ",2018-03-03,Washington,Shayne,Mcpherson,3,1,"21-19, 17-21, 16-14"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Kayla,Long,4,0,"21-14, 21-17"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Abbey,Wilson,4,0,"21-14, 21-17"
DI,927,"Tucson, AZ",2018-03-03,Washington,Anna,Crabtree,4,1,"21-14, 21-17"
DI,927,"Tucson, AZ",2018-03-03,Washington,Natalie,Robinson,4,1,"21-14, 21-17"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Emily,Nenninger,5,0,"21-9, 21-14"
DI,927,"Tucson, AZ",2018-03-03,New Mexico,Carly,Beddingfield,5,0,"21-9, 21-14"
DI,927,"Tucson, AZ",2018-03-03,Washington,Kara,Bajema,5,1,"21-9, 21-14"
DI,927,"Tucson, AZ",2018-03-03,Washington,Emma,Calle,5,1,"21-9, 21-14"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Natalie,Anselmo,1,1,"12-21, 21-16, 15-13"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Olivia,Macdonald,1,1,"12-21, 21-16, 15-13"
DI,928,"Tucson, AZ",2018-03-03,LMU,McKayla,Ferris,1,0,"12-21, 21-16, 15-13"
DI,928,"Tucson, AZ",2018-03-03,LMU,Savannah ,Slattery,1,0,"12-21, 21-16, 15-13"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Olivia,Hallaran,2,0,"21-15, 21-11"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Kacey,Nady,2,0,"21-15, 21-11"
DI,928,"Tucson, AZ",2018-03-03,LMU,Sara,Kovac,2,1,"21-15, 21-11"
DI,928,"Tucson, AZ",2018-03-03,LMU,Jessie,Prichard,2,1,"21-15, 21-11"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Mia,Mason,3,0,"17-21, 21-19, 22-20"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Brooke,Burling,3,0,"17-21, 21-19, 22-20"
DI,928,"Tucson, AZ",2018-03-03,LMU,Maddie ,Leiphardt ,3,1,"17-21, 21-19, 22-20"
DI,928,"Tucson, AZ",2018-03-03,LMU,Veronica,Nederend,3,1,"17-21, 21-19, 22-20"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Hailey,Devlin,4,0,"21-18, 21-16"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Makenna,Martin,4,0,"21-18, 21-16"
DI,928,"Tucson, AZ",2018-03-03,LMU,Chloe,Reinig,4,1,"21-18, 21-16"
DI,928,"Tucson, AZ",2018-03-03,LMU,Kekai,Whitford,4,1,"21-18, 21-16"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Caroline,Cordes,5,0,"21-17, 21-16"
DI,928,"Tucson, AZ",2018-03-03,Arizona,Jonny,Baham,5,0,"21-17, 21-16"
DI,928,"Tucson, AZ",2018-03-03,LMU,Emma,Doud,5,1,"21-17, 21-16"
DI,928,"Tucson, AZ",2018-03-03,LMU,Bozena,Culo,5,1,"21-17, 21-16"
