division,compID,location,date,college,first_name,last_name,position,result,score
DII,1335,"Lakeland, Fl",2018-03-27,Florida Southern,Katelin,Umberhandt,5,0,"21-19, 17-21, 15-6"
DII,1335,"Lakeland, Fl",2018-03-27,Florida Southern,Katie,Lowe,5,0,"21-19, 17-21, 15-6"
DII,1335,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Sarah ,Jones,5,1,"21-19, 17-21, 15-6"
DII,1335,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Kayla,Kidney,5,1,"21-19, 17-21, 15-6"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Lindsey,Nartker,1,0,"21-15, 21-14"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Abby,Cash,1,0,"21-15, 21-14"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Melissa,Elias,1,1,"21-15, 21-14"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Sorrel ,Houghton,1,1,"21-15, 21-14"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Hailey,Lake,2,0,"21-18, 21-12"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Danielle,Ged,2,0,"21-18, 21-12"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Gabbi,Pacatte,2,1,"21-18, 21-12"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Katie,McKiel,2,1,"21-18, 21-12"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Erica,Whiteaker,3,0,"21-13, 21-17"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Rylee,Storms,3,0,"21-13, 21-17"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Nicole,Dominguez,3,1,"21-13, 21-17"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Leigh,Buttner,3,1,"21-13, 21-17"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Kai,Wesemann,4,0,"21-13, 21-18"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Danielle,Stachura,4,0,"21-13, 21-18"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Alexandra,Misca,4,1,"21-13, 21-18"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Sarah,Moore,4,1,"21-13, 21-18"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Sarah ,Jones,5,0,"21-12, 21-10"
DII,1336,"Lakeland, Fl",2018-03-27,Lincoln Memorial,Kayla,Kidney,5,0,"21-12, 21-10"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Taylor,George,5,1,"21-12, 21-10"
DII,1336,"Lakeland, Fl",2018-03-27,Tampa,Nylah,Demps,5,1,"21-12, 21-10"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Allie,Geary,1,0,"19-21, 21-14, 15-9"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Anna,Tovo,1,0,"19-21, 21-14, 15-9"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Melissa,Elias,1,1,"19-21, 21-14, 15-9"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Sorrel ,Houghton,1,1,"19-21, 21-14, 15-9"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Makena,Wilson,2,1,"21-14, 19-21, 15-11"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Sydney,Marshall,2,1,"21-14, 19-21, 15-11"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Gabbi,Pacatte,2,0,"21-14, 19-21, 15-11"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Katie,McKiel,2,0,"21-14, 19-21, 15-11"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Nicole,Mattson,3,1,"21-16, 23-21"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Lauren,Kenny,3,1,"21-16, 23-21"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Leigh,Buttner,3,0,"21-16, 23-21"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Nicole,Dominguez,3,0,"21-16, 23-21"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Kayla,Trefren,4,1,"21-12, 21-9"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Gabbi,Fresh,4,1,"21-12, 21-9"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Alexandra,Misca,4,0,"21-12, 21-9"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Sarah,Moore,4,0,"21-12, 21-9"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Katie,Bergeron,5,0,"21-17, 21-19"
DII,1337,"Lakeland, Fl",2018-03-27,Florida Southern,Courtney,Charneco,5,0,"21-17, 21-19"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Taylor,George,5,1,"21-17, 21-19"
DII,1337,"Lakeland, Fl",2018-03-27,Tampa,Nylah,Demps,5,1,"21-17, 21-19"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Katie,Krawczyk,1,0,"21-19, 21-13"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Morgan,Dees,1,0,"21-19, 21-13"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Carina,Hoff,1,1,"21-19, 21-13"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Courtney,Miller,1,1,"21-19, 21-13"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Savannah,Siegrist,2,0,"21-17, 21-13"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Mackenzie,Swan,2,0,"21-17, 21-13"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Taryn,Griffey,2,1,"21-17, 21-13"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Chaney,Howard,2,1,"21-17, 21-13"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Mallory,Mattingly,3,0,"21-14, 21-17"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Lauren,Petersen,3,0,"21-14, 21-17"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Callie,Workman,3,1,"21-14, 21-17"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Brittany,Pase,3,1,"21-14, 21-17"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Shelby,Babowicz,4,0,"21-17, 14-21, 15-10"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Cristina,Finan,4,0,"21-17, 14-21, 15-10"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Nicole,DeBolt,4,1,"21-17, 14-21, 15-10"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Madilyn,McCarty,4,1,"21-17, 14-21, 15-10"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Hannah,Marchand,5,0,"21-17, 21-17"
DI,1338,"Jacksonville, Fl",2018-03-28,Jacksonville,Shaylee,Befus,5,0,"21-17, 21-17"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Casey,Justice,5,1,"21-17, 21-17"
DI,1338,"Jacksonville, Fl",2018-03-28,UNF,Carolyn,Cain,5,1,"21-17, 21-17"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Katie,Krawczyk,1,0,"21-23, 22-20, 15-10"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Morgan,Dees,1,0,"21-23, 22-20, 15-10"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Carina,Hoff,1,1,"21-23, 22-20, 15-10"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Courtney,Miller,1,1,"21-23, 22-20, 15-10"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Mackenzie,Swan,2,0,"21-18, 21-19"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Savannah,Siegrist,2,0,"21-18, 21-19"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Taryn,Griffey,2,1,"21-18, 21-19"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Chaney,Howard,2,1,"21-18, 21-19"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Mallory,Mattingly,3,0,"18-21, 21-19, 15-10"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Lauren,Petersen,3,0,"18-21, 21-19, 15-10"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Callie,Workman,3,1,"18-21, 21-19, 15-10"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Brittany,Pase,3,1,"18-21, 21-19, 15-10"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Shelby,Babowicz,4,0,"21-17, 21-17"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Cristina,Finan,4,0,"21-17, 21-17"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Madilyn,McCarty,4,1,"21-17, 21-17"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Nicole,DeBolt,4,1,"21-17, 21-17"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Hannah,Marchand,5,0,"21-17, 21-11"
DI,1339,"Jacksonville, Fl",2018-03-28,Jacksonville,Shaylee,Befus,5,0,"21-17, 21-11"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Carolyn,Cain,5,1,"21-17, 21-11"
DI,1339,"Jacksonville, Fl",2018-03-28,UNF,Casey,Justice,5,1,"21-17, 21-11"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Rachel,Nieto,1,1,"21-17, 21-12"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Nele,Barber,1,1,"21-17, 21-12"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,August,Raskie,1,0,"21-17, 21-12"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Lindsey,Vander Weide,1,0,"21-17, 21-12"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Megan,Kruidhof,2,1,"21-13, 21-9"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Sasha,Karelov,2,1,"21-13, 21-9"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Taylor,Agost,2,0,"21-13, 21-9"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Josie,Cole,2,0,"21-13, 21-9"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Kristyna,Adamcikova,3,1,"21-16, 21-13"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Hailey,Harward,3,1,"21-16, 21-13"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Willow,Johnson ,3,0,"21-16, 21-13"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Lauren ,Page,3,0,"21-16, 21-13"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Marisa,Ramsey,4,1,"21-10, 21-10"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Hannah,Matt,4,1,"21-10, 21-10"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Maggie,Scott,4,0,"21-10, 21-10"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Ronika,Stone,4,0,"21-10, 21-10"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Emma,Kirst,5,1,"21-9, 21-10"
DI,1340,"Long Beach, Ca",2018-03-28,Long Beach State,Alexis ,Patterson,5,1,"21-9, 21-10"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Marine,Hall-Poirier,5,0,"21-9, 21-10"
DI,1340,"Long Beach, Ca",2018-03-28,Oregon,Kyra,Hanawahine,5,0,"21-9, 21-10"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Rachel,Nieto,1,1,"21-15, 21-14"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Nele,Barber,1,1,"21-15, 21-14"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Lindsey,Knudsen,1,0,"21-15, 21-14"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Emily,Bible,1,0,"21-15, 21-14"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Sasha,Karelov,2,1,"19-21, 21-19, 17-15"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Megan,Kruidhof,2,1,"19-21, 21-19, 17-15"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Payton,Rund,2,0,"19-21, 21-19, 17-15"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Morgan,Hughes,2,0,"19-21, 21-19, 17-15"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Hailey,Harward,3,1,"21-10, 22-20"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Kristyna,Adamcikova,3,1,"21-10, 22-20"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Mary,Hernandez,3,0,"21-10, 22-20"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Sarah,Chase,3,0,"21-10, 22-20"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Nicci,Reinking,4,1,"21-17, 21-12"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Zoi,Konstantopoulou,4,1,"21-17, 21-12"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Kelsey,Knudsen,4,0,"21-17, 21-12"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Lindsey,Calvin,4,0,"21-17, 21-12"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Hannah,Matt,5,1,"21-11, 21-12"
DI,1341,"Long Beach, Ca",2018-03-28,Long Beach State,Marisa,Ramsey,5,1,"21-11, 21-12"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Madi,Wilkerson,5,0,"21-11, 21-12"
DI,1341,"Long Beach, Ca",2018-03-28,Saint Mary's,Jennifer,Laird,5,0,"21-11, 21-12"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Katie,Sato,1,0,"21-16, 18-21, 15-6"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Aeryn,Owens,1,0,"21-16, 18-21, 15-6"
DI,1342,"Northridge, Ca",2018-03-28,LMU,McKayla,Ferris,1,1,"21-16, 18-21, 15-6"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Savannah ,Slattery,1,1,"21-16, 18-21, 15-6"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Kristey,Markle,2,1,"21-15, 21-19"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Nickeisha,Williams,2,1,"21-15, 21-19"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Jessie,Prichard,2,0,"21-15, 21-19"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Sara,Kovac,2,0,"21-15, 21-19"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Autumn ,Russell,3,0,"21-13, 12-21, 15-9"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Lauren,McMurray,3,0,"21-13, 12-21, 15-9"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Veronica,Nederend,3,1,"21-13, 12-21, 15-9"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Emma,Doud,3,1,"21-13, 12-21, 15-9"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Daniella,Molinari,4,0,"21-18, 21-11"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Erin,Indermill,4,0,"21-18, 21-11"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Bozena,Culo,4,1,"21-18, 21-11"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Maddie ,Leiphardt ,4,1,"21-18, 21-11"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Cassidy,Rosso,5,0,"21-14, 21-11"
DI,1342,"Northridge, Ca",2018-03-28,Cal State Northridge,Shawnee,De Oliveira,5,0,"21-14, 21-11"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Chloe,Reinig,5,1,"21-14, 21-11"
DI,1342,"Northridge, Ca",2018-03-28,LMU,Kekai,Whitford,5,1,"21-14, 21-11"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,August,Raskie,1,0,"21-13, 18-21, 15-12"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Lindsey,Vander Weide,1,0,"21-13, 18-21, 15-12"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Emily,Bible,1,1,"21-13, 18-21, 15-12"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Lindsey,Knudsen,1,1,"21-13, 18-21, 15-12"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Josie,Cole,2,0,"21-15, 21-8"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Taylor,Agost,2,0,"21-15, 21-8"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Morgan,Hughes,2,1,"21-15, 21-8"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Payton,Rund,2,1,"21-15, 21-8"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Lauren ,Page,3,0,"21-12, 21-15"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Willow,Johnson ,3,0,"21-12, 21-15"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Sarah,Chase,3,1,"21-12, 21-15"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Mary,Hernandez,3,1,"21-12, 21-15"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Ronika,Stone,4,0,"21-16, 21-11"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Maggie,Scott,4,0,"21-16, 21-11"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Kelsey,Knudsen,4,1,"21-16, 21-11"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Lindsey,Calvin,4,1,"21-16, 21-11"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Marine,Hall-Poirier,5,0,"21-7, 24-22"
DI,1343,"Long Beach, Ca",2018-03-28,Oregon,Kyra,Hanawahine,5,0,"21-7, 24-22"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Sienna,Young,5,1,"21-7, 24-22"
DI,1343,"Long Beach, Ca",2018-03-28,Saint Mary's,Madi,Wilkerson,5,1,"21-7, 24-22"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Anna,Garrett,1,1,"19-21, 21-16, 15-13"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Jenya,Kruglova,1,1,"19-21, 21-16, 15-13"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Carlee,Baxter,1,0,"19-21, 21-16, 15-13"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Amber,Lake,1,0,"19-21, 21-16, 15-13"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Brooke,Turner,2,0,"21-8, 16-21, 16-14"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Jamee,Townsend,2,0,"21-8, 16-21, 16-14"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Emily,Bowen,2,1,"21-8, 16-21, 16-14"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Hannah,Tannone,2,1,"21-8, 16-21, 16-14"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Nina,Vattovaz,3,1,"21-17, 24-22"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Reggie,Van Devender,3,1,"21-17, 24-22"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Laura,Embry,3,0,"21-17, 24-22"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Salla,Rautiainen,3,0,"21-17, 24-22"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Paloma,Da Silva,4,1,"22-20, 21-16"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Britt,Sederholm,4,1,"22-20, 21-16"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Kobi,Allston,4,0,"22-20, 21-16"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Kaxandra,Naranjo,4,0,"22-20, 21-16"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Allie,Daul,5,1,"20-22, 24-22, 16-14"
DII,1344,"Babson Park, Fl",2018-03-28,Saint Leo,Annabella,Arcari,5,1,"20-22, 24-22, 16-14"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Jessica,Terry,5,0,"20-22, 24-22, 16-14"
NAIA,1344,"Babson Park, Fl",2018-03-28,Webber,Teryn,Mills,5,0,"20-22, 24-22, 16-14"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Lindsey,Nartker,1,0,"21-16, 18-21, 15-10"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Abby,Cash,1,0,"21-16, 18-21, 15-10"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Carlee,Baxter,1,1,"21-16, 18-21, 15-10"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Amber,Lake,1,1,"21-16, 18-21, 15-10"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Hailey,Lake,2,0,"15-21, 21-11, 15-12"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Danielle,Ged,2,0,"15-21, 21-11, 15-12"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Emily,Bowen,2,1,"15-21, 21-11, 15-12"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Hannah,Tannone,2,1,"15-21, 21-11, 15-12"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Erica,Whiteaker,3,0,"21-18, 14-21, 15-10"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Rylee,Storms,3,0,"21-18, 14-21, 15-10"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Salla,Rautiainen,3,1,"21-18, 14-21, 15-10"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Laura,Embry,3,1,"21-18, 14-21, 15-10"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Danielle,Stachura,4,1,"21-13, 17-21, 15-11"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Kai,Wesemann,4,1,"21-13, 17-21, 15-11"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Kaxandra,Naranjo,4,0,"21-13, 17-21, 15-11"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Kobi,Allston,4,0,"21-13, 17-21, 15-11"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Sarah ,Jones,5,1,"21-12, 21-15"
DII,1345,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Kayla,Kidney,5,1,"21-12, 21-15"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Jessica,Terry,5,0,"21-12, 21-15"
NAIA,1345,"Babson Park, Fl",2018-03-28,Webber,Teryn,Mills,5,0,"21-12, 21-15"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Lindsey,Nartker,1,1,"21-12, 17-21, 15-13"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Abby,Cash,1,1,"21-12, 17-21, 15-13"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Jenya,Kruglova,1,0,"21-12, 17-21, 15-13"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Anna,Garrett,1,0,"21-12, 17-21, 15-13"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Hailey,Lake,2,0,"21-19, 21-15"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Danielle,Ged,2,0,"21-19, 21-15"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Jamee,Townsend,2,1,"21-19, 21-15"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Brooke,Turner,2,1,"21-19, 21-15"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Rylee,Storms,3,0,"21-19, 21-19"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Erica,Whiteaker,3,0,"21-19, 21-19"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Nina,Vattovaz,3,1,"21-19, 21-19"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Reggie,Van Devender,3,1,"21-19, 21-19"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Danielle,Stachura,4,0,"14-21, 21-16, 15-12"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Kai,Wesemann,4,0,"14-21, 21-16, 15-12"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Paloma,Da Silva,4,1,"14-21, 21-16, 15-12"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Britt,Sederholm,4,1,"14-21, 21-16, 15-12"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Tone,Gill,5,1,"21-15, 21-17"
DII,1346,"Babson Park, Fl",2018-03-28,Lincoln Memorial,Beka,Wachob,5,1,"21-15, 21-17"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Allie,Daul,5,0,"21-15, 21-17"
DII,1346,"Babson Park, Fl",2018-03-28,Saint Leo,Annabella,Arcari,5,0,"21-15, 21-17"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Jessica,Wooten,1,1,"21-16, 21-17"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Aeriel,Horton,1,1,"21-16, 21-17"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Gabby,Atchley,1,0,"21-16, 21-17"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Whitney,Walker,1,0,"21-16, 21-17"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Tori,Hinojosa,2,1,"21-18, 21-15"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Kayla,Armer,2,1,"21-18, 21-15"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Madison,Brabham,2,0,"21-18, 21-15"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Macy,Berg,2,0,"21-18, 21-15"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Katya,Silveira,3,1,"21-19, 21-14"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Bailey,Banks,3,1,"21-19, 21-14"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Erin,Umbel,3,0,"21-19, 21-14"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Tenley,Housler,3,0,"21-19, 21-14"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Kali,Fluke,4,0,"21-15, 21-19"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Brennan,Miller,4,0,"21-15, 21-19"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Kyra,Henderson ,4,1,"21-15, 21-19"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Haley,Hutchinson ,4,1,"21-15, 21-19"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Danielle,Wheeler,5,1,"21-16, 21-19"
DI,1347,"Houston, Tx",2018-03-29,Houston Baptist,Mikayla,Vivens,5,1,"21-16, 21-19"
DII,1347,"Houston, Tx",2018-03-29,Texas A&M Kingsville,Loren,Washington,5,0,"21-16, 21-19"
