,division,rank,name,rating,playerid,college,primary position,date
0,DI,1,Abril Bustamante,80.52137010890476,28,USC,1,2018-05-05
1,DI,2,Megan McNamara,78.41152530742905,1,UCLA,1,2018-05-06
2,DI,3,Nicole McNamara,78.41152530742905,2,UCLA,1,2018-05-06
3,DI,4,Tina Graudina,76.58993781048605,1056,USC,1,2018-05-05
4,DI,5,Victoria Paranagua,74.57858954878873,16,Florida State,1,2018-05-05
5,DI,6,Ka'iwi Schucht,73.03647959182926,754,Hawaii,1,2018-05-06
6,DI,7,Emily Maglio,73.03647959182926,764,Hawaii,1,2018-05-06
7,DI,8,Claire Coppola,70.33112722049479,103,LSU,1,2018-05-05
8,DI,9,Kristen Nuss,70.33112722049479,102,LSU,1,2018-05-05
9,DI,10,Sasha Karelov,68.75480144736002,71,Long Beach State,1,2018-04-28
10,DI,11,Vanessa Freire,68.35670138899013,13,Florida State,1,2018-05-05
11,DI,12,Sarah Sponcil,67.55157348924236,247,UCLA,2,2018-05-06
12,DI,13,Sunny Villapando,67.10607371910235,1212,Stanford,1,2018-04-27
13,DI,14,Nele Barber,66.95222890933816,65,Long Beach State,1,2018-04-28
14,DI,15,Corinne Quiggle,66.92459656113834,209,Pepperdine,2,2018-05-05
15,DI,16,Kaylie Mchugh,66.76305806100889,33,Tulane,1,2018-04-21
16,DI,17,Madeline Mertz,66.76305806100889,35,Tulane,1,2018-04-21
17,DI,18,Katie Horton,65.88983527807807,17,Florida State,2,2018-05-06
18,DI,19,Lily Justine,65.55157348924239,9,UCLA,2,2018-05-06
19,DI,20,Federica Frasca,65.1599804817992,293,FIU,1,2018-05-04
20,DI,21,Hailey Luke,64.93540200042355,743,Florida State,2,2018-05-06
21,DI,22,Deahna Kraft,64.92459656113837,219,Pepperdine,2,2018-05-05
22,DI,23,Morgan Martin,64.90354432578272,763,Hawaii,2,2018-05-06
23,DI,24,Katie Smith,64.48941738750763,116,South Carolina,2,2018-05-04
24,DI,25,Sammy Slater,64.44231367183437,1053,USC,2,2018-05-05
25,DI,26,Madalyn Roh,64.10843757561287,213,Pepperdine,1,2018-05-05
26,DI,27,Aeriel Horton,63.764827338220606,392,Houston Baptist,1,2018-04-22
27,DI,28,Jessica Wooten,63.764827338220606,393,Houston Baptist,1,2018-04-22
28,DI,29,Margherita Bianchin,63.15998048179923,292,FIU,1,2018-05-04
29,DI,30,Rachel Nieto,63.02244182500154,66,Long Beach State,2,2018-04-28
30,DI,31,Mima Mirkovic,62.929697835798045,1085,Cal,1,2018-04-28
31,DI,32,Terese Cannon,62.45670482523232,26,USC,2,2018-05-05
32,DI,33,Lea Monkhouse,62.14114071771698,1071,Hawaii,2,2018-05-06
33,DI,34,Brook Bauer,62.10843757561284,968,Pepperdine,1,2018-05-05
34,DI,35,Teegan Van Gunst,62.069846988868846,1038,Georgia State,1,2018-04-21
35,DI,36,Annika Van Gunst,61.17120463733282,1037,Georgia State,1,2018-04-21
36,DI,37,Adore Anae,60.89763770248937,93,Utah,1,2018-04-27
37,DI,38,Dani Barton,60.89763770248937,88,Utah,1,2018-04-27
38,DI,39,Tia Miric,60.10391019162187,1198,Cal Poly SLO,1,2018-04-28
39,DI,40,Torrey Van Winden,60.10391019162187,6,Cal Poly SLO,1,2018-04-28
40,DI,41,Alexia Inman,59.82154321045486,1087,Cal,1,2018-04-28
41,DI,42,Emily Sonny,59.7945245148174,279,Cal Poly SLO,2,2018-04-28
42,DI,43,Payton Rund,59.41694483887694,187,Saint Mary's,1,2018-04-21
43,DI,44,Natalie Anselmo,58.92555507063699,136,Arizona,1,2018-04-27
44,DI,45,Olivia Macdonald,58.92555507063699,127,Arizona,1,2018-04-27
45,DI,46,Darby Dunn,58.40567085700258,403,Stetson,1,2018-04-21
46,DI,47,Sammee Thomas,58.40567085700258,945,Stetson,1,2018-04-21
47,DI,48,Kimmy Gardiner,58.24956423983781,1307,Washington,1,2018-04-28
48,DI,49,Jordan Anderson,58.24956423983781,7,Washington,1,2018-04-28
49,DI,50,Shannon Williams,57.835905405262956,121,South Carolina,1,2018-05-04
50,DI,51,Ali Denney,57.835905405262956,115,South Carolina,1,2018-05-04
51,DI,52,Savannah Slattery,57.714417458315495,244,LMU,1,2018-04-21
52,DI,53,Morgan Hughes,57.416944838876894,1351,Saint Mary's,1,2018-04-21
53,DI,54,Carly Kan,57.091405773481085,757,Hawaii,3,2018-05-06
54,DI,55,Sam Manley,56.979532068161326,126,Cal Poly SLO,2,2018-04-28
55,DI,56,Jessica Gaffney,56.96433097289415,86,Cal,2,2018-04-28
56,DI,57,McKayla Ferris,56.48944794281636,1167,LMU,1,2018-04-21
57,DI,58,Amelia Smith,56.13714245350018,1082,Stanford,2,2018-04-27
58,DI,59,Morgan Hentz,56.13714245350018,53,Stanford,2,2018-04-27
59,DI,60,Laurel Weaver,56.13073876623158,760,Hawaii,3,2018-05-06
60,DI,61,Carly Perales,55.96595681144125,401,Stetson,2,2018-04-22
61,DI,62,Sunniva Helland-Hansen,55.96595681144125,402,Stetson,2,2018-04-22
62,DI,63,Courtney Schwan,55.619719082333795,178,Washington,2,2018-04-28
63,DI,64,Hannah Towne,55.2974134630855,157,Grand Canyon,1,2018-04-19
64,DI,65,Destiny Julye,55.132255466045855,182,Washington,2,2018-04-28
65,DI,66,Megan Kruidhof,55.11687077585546,69,Long Beach State,2,2018-04-28
66,DI,67,Devon May,55.04242364161954,1375,UAB,1,2018-04-21
67,DI,68,Cadie Bates,54.82256458245157,1210,South Carolina,2,2018-05-04
68,DI,69,Courtney Bowen,54.74217533316269,47,Stanford,3,2018-04-27
69,DI,70,Sara Putt,54.67578603969549,1012,Florida State,3,2018-05-06
70,DI,71,Molly Turner,54.60874739259859,152,Grand Canyon,1,2018-04-19
71,DI,72,Haven Hill,54.56893925262133,323,TCU,1,2018-04-15
72,DI,73,Cassie House,54.56893925262133,335,TCU,1,2018-04-15
73,DI,74,Nicole Lott,54.49553437839772,454,UNC Wilmington,1,2018-04-21
74,DI,75,Maddy Kline,54.49553437839771,449,UNC Wilmington,1,2018-04-21
75,DI,76,Haleigh Nelson,54.46278596509858,936,LSU,2,2018-05-05
76,DI,77,Kenley Adams,54.33092228959362,497,UAB,1,2018-04-21
77,DI,78,Macy Jerger,54.246903824567646,15,Florida State,3,2018-05-06
78,DI,79,Tiffany Creamer,53.93298086171687,405,Georgia State,2,2018-04-21
79,DI,80,Savvy Simo,53.74867471099068,745,UCLA,3,2018-05-06
80,DI,81,Iya Lindahl,53.74079909338595,79,Cal,2,2018-04-28
81,DI,82,Sara Kovac,53.72765513342385,250,LMU,2,2018-04-21
82,DI,83,Lindsey Knudsen,53.59264653834232,190,Saint Mary's,2,2018-04-21
83,DI,84,Zana Muno,53.533088430878834,1019,UCLA,3,2018-05-06
84,DI,85,Brooke Weiner,53.41247411276566,467,Georgia State,2,2018-04-21
85,DI,86,Jessie Prichard,53.40101819660742,252,LMU,2,2018-04-21
86,DI,87,Haley Hallgren,52.794329198815305,1055,USC,3,2018-05-05
87,DI,88,Amanda Silva,52.788209074911805,1043,FAU,1,2018-04-21
88,DI,89,Taylor Nelson,52.58550136819581,276,Cal Poly SLO,3,2018-04-28
89,DI,90,Courtney Miller,52.452986732684,490,UNF,1,2018-04-22
90,DI,91,Carina Hoff,52.452986732684,1021,UNF,1,2018-04-22
91,DI,92,Janell Walley,51.74330096973709,263,Boise State,1,2018-04-21
92,DI,93,Sabryn Roberts,51.74330096973709,260,Boise State,1,2018-04-21
93,DI,94,Emily Bible,51.592646538342294,186,Saint Mary's,2,2018-04-21
94,DI,95,Carly Scarborough,51.46050013360816,797,FAU,1,2018-04-21
95,DI,96,Hayley Tippett,51.16669939012009,352,Central Arkansas,1,2018-04-22
96,DI,97,Megan Nash,51.16669939012009,353,Central Arkansas,1,2018-04-22
97,DI,98,Jessalyn Kinlaw,51.155726800769614,299,FAU,2,2018-04-21
98,DI,99,Tarin Mergener,50.10607570968865,34,Tulane,2,2018-04-21
99,DI,100,Hunter Domanski,49.733331790592075,932,LSU,3,2018-05-05
100,DI,101,Gigi Hernandez,49.596996439042265,212,Pepperdine,3,2018-05-05
101,DI,102,Heidi Dyer,49.59699643904223,218,Pepperdine,3,2018-05-05
102,DI,103,Taryn Griffey,49.584391850818385,482,UNF,2,2018-04-22
103,DI,104,Chaney Howard,49.584391850818385,489,UNF,2,2018-04-22
104,DI,105,Karissa Rhoades,49.52855161456959,501,FGCU,2,2018-04-22
105,DI,106,Mandi Orellana,49.442520299430974,113,LSU,2,2018-05-05
106,DI,107,Kayla Armer,49.24996230409876,1007,Houston Baptist,2,2018-04-22
107,DI,108,Tori Hinojosa,49.24996230409876,387,Houston Baptist,2,2018-04-22
108,DI,109,Lan Nguyen,49.224735421363945,37,Tulane,2,2018-04-21
109,DI,110,Gabrielle Dischler,49.1557268007696,297,FAU,2,2018-04-21
110,DI,111,Mackenzie Allen,48.93209374487816,510,FGCU,1,2018-04-22
111,DI,112,Amanda Carroll,48.93209374487815,508,FGCU,1,2018-04-22
112,DI,113,Shayne Mcpherson,48.56940766796309,177,Washington,3,2018-04-28
113,DI,114,Carly Dehoog,48.56940766796309,183,Washington,3,2018-04-28
114,DI,115,Katja Ehlers,47.93153244289136,440,College of Charleston,1,2018-04-21
115,DI,116,Katie Sato,47.67935992736835,223,Cal State Northridge,1,2018-04-27
116,DI,117,Aeryn Owens,47.67935992736835,222,Cal State Northridge,1,2018-04-27
117,DI,118,Olivia Stasevich,47.35181960060869,468,Georgia State,3,2018-04-21
118,DI,119,Erika Zembyla,47.175617490241294,496,FIU,2,2018-05-04
119,DI,120,Lina Bernier,47.12401870820854,285,FIU,3,2018-05-04
120,DI,121,Amy Ozee,47.03633865121845,755,Hawaii,4,2018-05-06
121,DI,122,Ari Homayun,47.03633865121845,761,Hawaii,4,2018-05-06
122,DI,123,Dorina Klinger,46.98976758406026,840,FIU,2,2018-05-04
123,DI,124,Elise Zappia,46.918960970194554,5,UCLA,4,2018-05-06
124,DI,125,Adlee Van Winden,46.9183870545884,278,Cal Poly SLO,3,2018-04-28
125,DI,126,Mia Rivera,46.837862199339696,151,ASU,1,2018-04-27
126,DI,127,Kate Formico,46.800835513292114,1073,Stanford,3,2018-04-27
127,DI,128,Georgia Johnson,46.712350124179444,460,Georgia State,3,2018-04-21
128,DI,129,Hailey Harward,46.65472053073689,73,Long Beach State,3,2018-04-28
129,DI,130,Desiree Sukhov,46.3437044151734,1455,Cal State Bakersfield,2,2018-04-28
130,DI,131,Krissy Mummey,46.273418675885296,444,College of Charleston,1,2018-04-21
131,DI,132,Devon Rachel,45.590031814952255,441,College of Charleston,2,2018-04-21
132,DI,133,Kacey Nady,45.550331198653936,929,Arizona,2,2018-04-27
133,DI,134,Carly Schneider,45.33898392138851,119,South Carolina,3,2018-05-04
134,DI,135,Victoria Corcoran,45.302538456982944,526,New Orleans,2,2018-04-22
135,DI,136,Kathryn Plummer,45.27416356804068,58,Stanford,1,2018-03-27
136,DI,137,Kristyna Adamcikova,45.16352784930341,1114,Long Beach State,3,2018-04-27
137,DI,138,Skylar Caputo,45.122131496807604,210,Pepperdine,4,2018-05-05
138,DI,139,Alexis Filippone,45.122131496807604,970,Pepperdine,4,2018-05-05
139,DI,140,Jaelyn Greene,45.02812373210497,318,TCU,2,2018-04-15
140,DI,141,Jillian Bergeson,45.028123732104966,952,TCU,2,2018-04-15
141,DI,142,Brooke Kuhlman,45.027301837364504,12,Florida State,4,2018-05-06
142,DI,143,Kwyn Johnson,45.00294938107396,144,ASU,1,2018-04-27
143,DI,144,Rachel Kuhn,44.54459423398785,530,New Orleans,1,2018-04-22
144,DI,145,Joy Dennis,44.44233994179609,29,USC,3,2018-05-05
145,DI,146,Molly Scheel,44.41321792142697,796,TCU,3,2018-04-15
146,DI,147,Roni Long,44.38121714456363,1313,Pacific,2,2018-04-21
147,DI,148,Skylar Wine,44.348419942460566,315,Pacific,1,2018-04-21
148,DI,149,Mckala Rhodes,44.09680620279813,439,College of Charleston,2,2018-04-21
149,DI,150,Erica Brok,44.08562146966154,1040,FAU,3,2018-04-21
150,DI,151,Rachel Noble,44.05291898570851,778,Stetson,3,2018-04-22
151,DI,152,Katherine Puisis,44.03397347278141,503,FGCU,2,2018-04-22
152,DI,153,Hailey Devlin,43.964778858334796,131,Arizona,3,2018-04-27
153,DI,154,Abigail Devido,43.912166836812574,1874,Texas A&M Corpus Christi,1,2018-04-20
154,DI,155,Selina Marolf,43.912166836812574,1877,Texas A&M Corpus Christi,1,2018-04-20
155,DI,156,Sydney Haynes,43.85505010943388,1969,Cal State Bakersfield,1,2018-04-28
156,DI,157,Emily Hansen,43.85505010943388,1449,Cal State Bakersfield,1,2018-04-28
157,DI,158,Katie Krawczyk,43.81229143429267,470,Jacksonville,1,2018-04-21
158,DI,159,Molly McBain,43.74335347471143,18,Florida State,4,2018-05-06
159,DI,160,Morgan Dees,43.611523704277104,474,Jacksonville,1,2018-04-21
160,DI,161,Stephany Purdue,43.46673339371204,928,Arizona,3,2018-04-27
161,DI,162,Francesca Goncalves,43.415840886642016,14,Florida State,5,2018-05-06
162,DI,163,Erin Martin,43.314397905556994,1300,New Mexico,1,2018-04-21
163,DI,164,Maddie Irwin,43.31439790555698,1298,New Mexico,1,2018-04-21
164,DI,165,Olivia Powers,43.256441270540016,104,LSU,3,2018-05-05
165,DI,166,Melissa Powell,43.21967975402461,2111,Utah,2,2018-04-27
166,DI,167,Giovanna Borgiotti,43.11113355222392,505,FGCU,3,2018-04-22
167,DI,168,Ashley Glickert,43.11113355222392,509,FGCU,3,2018-04-22
168,DI,169,Avei Logoleo,42.977912003597346,495,UAB,2,2018-04-21
169,DI,170,Katie Friesen,42.95647399242313,818,FIU,3,2018-05-04
170,DI,171,Ellyson Lundberg,42.87115089374445,149,ASU,3,2018-04-27
171,DI,172,Kiley Lewis,42.81183854208478,1223,Boise State,2,2018-04-21
172,DI,173,Nandyala Gama,42.75137467823785,420,San Jose State University,1,2018-04-20
173,DI,174,Veronica Corcoran,42.75099533673776,522,New Orleans,2,2018-04-22
174,DI,175,Julia Mannisto,42.652798536070065,118,South Carolina,3,2018-05-04
175,DI,176,Cara Sander,42.48619692877881,529,New Orleans,1,2018-04-22
176,DI,177,Jessica Stansfield,42.38740283882746,160,Grand Canyon,2,2018-04-19
177,DI,178,Leah Hardeman,42.38265847907925,789,Coastal Carolina,2,2018-04-14
178,DI,179,Olivia Hallaran,42.30248443879901,133,Arizona,2,2018-04-27
179,DI,180,Anna Chin,42.20457521502064,41,Tulane,3,2018-04-21
180,DI,181,Emma Doud,42.14918155663519,249,LMU,3,2018-04-21
181,DI,182,Lyndi Scholl,42.051578406345584,427,San Jose State University,1,2018-04-20
182,DI,183,Rachel Young,41.94868176722484,1871,Texas A&M Corpus Christi,2,2018-04-22
183,DI,184,Madison Green,41.948681767224805,608,Texas A&M Corpus Christi,2,2018-04-22
184,DI,185,Madison Dueck,41.92490521881748,807,Cal,3,2018-04-28
185,DI,186,Bryce Bark,41.92490521881747,80,Cal,3,2018-04-28
186,DI,187,Sarah Garrow,41.89225554729689,433,Cal State Bakersfield,2,2018-04-28
187,DI,188,Nicci Reinking,41.88673088486091,1110,Long Beach State,4,2018-04-28
188,DI,189,Alex Holt,41.79372058694714,313,Pacific,3,2018-04-21
189,DI,190,Katrin Gotterba,41.79372058694714,307,Pacific,3,2018-04-21
190,DI,191,Gracie Garanich,41.78097837510243,990,Mercer,3,2018-04-21
191,DI,192,Jessica Martinez,41.64696638536393,1242,Central Arkansas,2,2018-04-22
192,DI,193,Aleksandra Djuric,41.61102014495044,586,Coastal Carolina,2,2018-04-14
193,DI,194,Zoi Konstantopoulou,41.50171698880403,64,Long Beach State,4,2018-04-28
194,DI,195,Katelyn Carballo,41.32776461241826,143,ASU,3,2018-04-27
195,DI,196,Anabela Sataric,41.20079667410744,294,FIU,2,2018-05-04
196,DI,197,Mackenzie Morris,41.17092960918305,1044,FAU,3,2018-04-21
197,DI,198,Tawnee Luafalemana,41.15203223799987,94,Utah,2,2018-04-27
198,DI,199,Madi Yeomans,41.14092661312765,4,UCLA,3,2018-04-28
199,DI,200,Emmy Allen,41.034757242206126,100,LSU,4,2018-05-04
200,DI,201,Raeann Greisen,40.95111993530629,284,Cal Poly SLO,4,2018-04-28
201,DI,202,Halle Hunt,40.933043227219116,452,UNC Wilmington,2,2018-04-21
202,DI,203,Eastyn Baleto,40.92040726166189,329,New Mexico,2,2018-04-21
203,DI,204,Mac May,40.847162272828236,1017,UCLA,4,2018-05-06
204,DI,205,JM Lewandowski,40.84500538887084,1918,UNC Wilmington,2,2018-04-21
205,DI,206,Ashley Allmer,40.75693585702465,882,LSU,2,2018-04-08
206,DI,207,Anete Brinke,40.654021737283834,72,Long Beach State,2,2018-04-28
207,DI,208,Annika Albrecht,40.65232716557303,242,Nebraska,2,2018-03-23
208,DI,209,Leah Perri,40.55569332378873,996,South Carolina,4,2018-05-04
209,DI,210,Macie Tendrich,40.55569332378873,120,South Carolina,4,2018-05-04
210,DI,211,Jonny Baham,40.42622679979466,927,Arizona,4,2018-04-27
211,DI,212,Cammie Dorn,40.354496700049005,752,USC,3,2018-05-05
212,DI,213,Kayla Gallant,40.303788303117415,1635,ULM,2,2018-04-14
213,DI,214,Maddie Ligon,40.14302791720242,107,LSU,5,2018-05-04
214,DI,215,Izzy Carey,40.105062979826045,8,UCLA,5,2018-05-06
215,DI,216,Megan Muret,40.105062979826045,1048,UCLA,5,2018-05-06
216,DI,217,Grace Convey,39.978998777074175,604,ULM,1,2018-04-14
217,DI,218,Eva Torruella,39.96776987919062,19,Florida State,5,2018-04-22
218,DI,219,Lauren Orlich,39.96444804201663,964,Tulane,3,2018-04-21
219,DI,220,Anna Crabtree,39.94721998441967,184,Washington,4,2018-04-28
220,DI,221,Jenna Belton,39.79515564897616,30,USC,4,2018-05-05
221,DI,222,Taylor Jarzombek,39.769486593334946,978,Grand Canyon,3,2018-04-17
222,DI,223,Samantha Harris,39.71216518353267,404,Stetson,3,2018-04-22
223,DI,224,Rebecca Brown,39.60871285682933,596,ULM,3,2018-04-14
224,DI,225,Catherine Griffith,39.60871285682933,598,ULM,3,2018-04-14
225,DI,226,Mackenzie Swan,39.6024162331388,473,Jacksonville,1,2018-04-22
226,DI,227,Sarah Chase,39.46852574644604,193,Saint Mary's,3,2018-04-21
227,DI,228,Mary Hernandez,39.468525746446026,195,Saint Mary's,3,2018-04-21
228,DI,229,Maile Sellers,39.39574280629266,1636,ULM,2,2018-04-14
229,DI,230,Jensyn Bledsoe,39.35906865486012,316,TCU,3,2018-04-15
230,DI,231,Sarah Davis,39.278931892122536,628,"Cal State University, Sacramento",1,2018-04-27
231,DI,232,Veronica Nederend,39.204917968352746,245,LMU,3,2018-04-21
232,DI,233,Gabby Love,39.190916106019976,601,ULM,1,2018-04-14
233,DI,234,Lauren Twitty,39.117938561096466,337,New Mexico,2,2018-04-21
234,DI,235,Julia Topor,39.082168316857214,1507,USF,1,2018-04-20
235,DI,236,Anna Dalla Vecchia,39.082168316857214,1502,USF,1,2018-04-20
236,DI,237,Sophie Peel,39.06941501814725,341,Mercer,1,2018-04-21
237,DI,238,Kacy Ogden,39.06941501814725,993,Mercer,1,2018-04-21
238,DI,239,Caroline Schafer,38.98549790685265,1084,Cal,4,2018-04-28
239,DI,240,Lauren Stivrins,38.967574880947836,234,Nebraska,1,2018-03-23
240,DI,241,Katie Pyles,38.964688699526604,981,Grand Canyon,2,2018-04-19
241,DI,242,Megan Davenport,38.809727827477786,108,LSU,4,2018-05-04
242,DI,243,Brindl Langley,38.79282425970805,1225,Boise State,2,2018-04-21
243,DI,244,Amber Gibson,38.719621820791005,345,Mercer,3,2018-04-21
244,DI,245,Maddie Micheletti,38.71905692092136,1086,Cal,5,2018-04-28
245,DI,246,Kennedy Madison,38.71251040115069,437,College of Charleston,3,2018-04-21
246,DI,247,Riana Brennan,38.71251040115068,438,College of Charleston,3,2018-04-21
247,DI,248,Catherine Raquel,38.209216028201844,59,Stanford,3,2018-04-27
248,DI,249,Brooke Burling,38.198702006808446,132,Arizona,4,2018-04-27
249,DI,250,Lauren Durham,37.96639721292301,398,Stetson,4,2018-04-22
250,DI,251,Andie Shelton,37.93363883757563,306,Pacific,1,2018-04-21
251,DI,252,Taija Thomas,37.8824534445152,288,FIU,5,2018-05-04
252,DI,253,Tani Stephens,37.84848711392456,273,Portland,1,2018-04-20
253,DI,254,Cali Thompson,37.84848711392456,268,Portland,1,2018-04-20
254,DI,255,Hannah Zalopany,37.83063312293227,758,Hawaii,5,2018-05-06
255,DI,256,Veronica Snelling,37.76492186376876,1660,Missouri State,1,2018-04-14
256,DI,257,Taylor Fricano,37.76492186376876,1654,Missouri State,1,2018-04-14
257,DI,258,Bella Baumann,37.69962692375002,975,Grand Canyon,3,2018-04-19
258,DI,259,Kelly Hunter,37.69384448417095,232,Nebraska,1,2018-03-23
259,DI,260,Chloe Crappell,37.544777190423204,800,New Mexico,3,2018-04-21
260,DI,261,Grace Campbell,37.366695049040686,82,Cal,5,2018-04-28
261,DI,262,Aly Brinkley,37.36270741601645,1238,Central Arkansas,2,2018-04-22
262,DI,263,Kennedy Kurtz,37.26592333195101,627,"Cal State University, Sacramento",2,2018-04-27
263,DI,264,Mikaela Nocetti,37.089109753859844,1232,"Cal State University, Sacramento",1,2018-04-27
264,DI,265,Nikki Lyons,37.028332746625544,819,Pepperdine,5,2018-05-05
265,DI,266,Mia Merino,37.00613472764427,78,Cal,4,2018-04-28
266,DI,267,Katie McCullough,36.88200661112436,453,UNC Wilmington,3,2018-04-21
267,DI,268,Brynn Montgomery,36.69827912030368,1922,UNC Wilmington,4,2018-04-21
268,DI,269,Paige Dreeuws,36.66473261995432,1061,Hawaii,5,2018-05-06
269,DI,270,Savannah Siegrist,36.6186373817404,1270,Jacksonville,1,2018-04-22
270,DI,271,Nickeisha Williams,36.57727401436371,226,Cal State Northridge,2,2018-04-27
271,DI,272,Kristey Markle,36.57727401436371,221,Cal State Northridge,2,2018-04-27
272,DI,273,Makenna Martin,36.51203122415069,1523,Arizona,5,2018-04-27
273,DI,274,Cecily Gable,36.36159237337606,657,Austin Peay State,1,2018-04-20
274,DI,275,Ginny Gerig,36.36159237337606,659,Austin Peay State,1,2018-04-20
275,DI,276,Haley Howell,36.316848947459604,1503,USF,2,2018-04-20
276,DI,277,Carly Lowry,36.316848947459604,410,USF,2,2018-04-20
277,DI,278,Brooke Sassin,36.29827010945531,951,TCU,5,2018-04-15
278,DI,279,Colene Hamilton,36.29656171116195,1241,Central Arkansas,4,2018-04-22
279,DI,280,Kristine Hjembo,36.29656171116195,354,Central Arkansas,4,2018-04-22
280,DI,281,Lauren Freed,36.270381311572,445,College of Charleston,4,2018-04-21
281,DI,282,Allison Beckman,36.270381311572,442,College of Charleston,4,2018-04-21
282,DI,283,Erica Ronda,36.243135375916616,1506,USF,3,2018-04-20
283,DI,284,Macy Gordon,36.222707428600636,1191,Cal Poly SLO,4,2018-04-28
284,DI,285,Amie Held,36.13308673515674,459,Georgia State,4,2018-04-21
285,DI,286,Katie Sarber,36.096083534550296,984,Grand Canyon,4,2018-04-19
286,DI,287,Lindsey Calvin,36.03011932223953,768,Saint Mary's,4,2018-04-21
287,DI,288,Nicole DeBolt,36.025264034765954,483,UNF,4,2018-04-22
288,DI,289,Madilyn McCarty,36.02526403476593,1026,UNF,4,2018-04-22
289,DI,290,Marisa Ramsey,35.780091523762025,1113,Long Beach State,5,2018-04-28
290,DI,291,Hannah Matt,35.780091523762025,75,Long Beach State,5,2018-04-28
291,DI,292,Callie Workman,35.71489645488106,1029,UNF,3,2018-04-22
292,DI,293,Ashley Delgado,35.704784362796005,965,Tulane,4,2018-04-21
293,DI,294,Madison Besterfield,35.53763681517289,1078,FIU,3,2018-03-31
294,DI,295,Addison Hermstad,35.2650401909474,960,Tulane,4,2018-04-21
295,DI,296,Payton Chang,35.129163819708175,48,Stanford,4,2018-04-27
296,DI,297,Emily Martinez,34.85597681815209,492,UAB,3,2018-04-21
297,DI,298,Jessica Clark,34.84575626048028,156,Grand Canyon,5,2018-04-19
298,DI,299,Jensen Allen,34.83259955336702,255,Boise State,3,2018-04-21
299,DI,300,Hannah Hubbard,34.83181678882855,275,Cal Poly SLO,5,2018-04-28
300,DI,301,Kellie Pernula,34.78522708703486,939,FGCU,5,2018-04-13
301,DI,302,Katrina Kernochan,34.69786948117315,750,USC,5,2018-04-10
302,DI,303,Kenzie Maloney,34.68479471632348,236,Nebraska,2,2018-03-23
303,DI,304,Julia Golbeck,34.61830544896656,421,San Jose State University,2,2018-04-20
304,DI,305,Ciara Reistad,34.61830544896655,775,San Jose State University,2,2018-04-20
305,DI,306,Kara Woodard,34.58674882207675,1202,ASU,2,2018-04-15
306,DI,307,Mariana Dal Pozzo,34.546567945508926,1246,FIU,5,2018-04-22
307,DI,308,Hi'ilawe Huddleston,34.44224956637285,766,Hawaii,5,2018-04-15
308,DI,309,Dora Lulic,34.41181889162634,583,Coastal Carolina,1,2018-04-14
309,DI,310,Carla Cahill,34.41181889162634,585,Coastal Carolina,1,2018-04-14
310,DI,311,Tressa Buckland,34.38227807440951,824,UAB,4,2018-04-21
311,DI,312,Jamie Walsh,34.29151692444051,839,Grand Canyon,5,2018-04-19
312,DI,313,Mariana De Paula Silva,34.27533044200763,816,FIU,5,2018-04-13
313,DI,314,Kelli Iverson,34.1462130718527,159,Grand Canyon,1,2018-03-31
314,DI,315,Katie Will,33.95797358136347,520,Jacksonville State,1,2018-04-20
315,DI,316,Frances Giedraitis,33.9348822236619,145,ASU,2,2018-04-27
316,DI,317,Yasmin Tan,33.91353898430163,1296,New Mexico,3,2018-04-21
317,DI,318,Briannah Mariner,33.90923621670517,1451,Cal State Bakersfield,3,2018-04-28
318,DI,319,Lana Brown,33.898321679357885,625,"Cal State University, Sacramento",2,2018-04-27
319,DI,320,Rio Frohoff,33.894935138908316,961,Tulane,4,2018-04-21
320,DI,321,Maycie LaBass,33.88663429904227,314,Pacific,1,2018-04-21
321,DI,322,Bailey Banks,33.717752222408414,391,Houston Baptist,3,2018-04-22
322,DI,323,Katya Silveira,33.717752222408414,1002,Houston Baptist,3,2018-04-22
323,DI,324,Sydney Palmer,33.68955415731728,146,ASU,2,2018-04-15
324,DI,325,Natalia Giron,33.5992777317905,290,FIU,4,2018-05-04
325,DI,326,Estefanie Bethancourt,33.5992777317905,291,FIU,4,2018-05-04
326,DI,327,Brittany Pase,33.58218030881227,480,UNF,3,2018-04-22
327,DI,328,Hannah Rogers,33.55733548496325,953,TCU,4,2018-04-15
328,DI,329,Hanne De Schrijver,33.55075396570976,1311,Pacific,4,2018-04-21
329,DI,330,Mia Mason,33.441460754459094,135,Arizona,3,2018-03-31
330,DI,331,Jordan Westendorf,33.36564441567132,955,TCU,5,2018-04-15
331,DI,332,Kate Novack,33.299188475824266,463,Georgia State,4,2018-04-21
332,DI,333,Caitlin Keefe,33.26079385638201,55,Stanford,4,2018-04-27
333,DI,334,Aleksandra Djordjevic,33.23329185840221,1970,Cal State Bakersfield,3,2018-04-28
334,DI,335,Carey Williams,33.18393672502265,1320,Portland,3,2018-04-20
335,DI,336,Julia Lewkowicz,33.045723407217515,301,FAU,5,2018-04-21
336,DI,337,Meagan McCall,33.01368565907434,1034,Georgia State,3,2018-03-24
337,DI,338,Morgan Robinson,32.945718077334156,266,Portland,2,2018-04-20
338,DI,339,Katie Barker,32.945718077334156,269,Portland,2,2018-04-20
339,DI,340,Lilly Kessler,32.92672641750794,101,LSU,5,2018-04-15
340,DI,341,Claire Newlander,32.91563772873023,1112,Long Beach State,4,2018-04-28
341,DI,342,Snowy Burnam,32.78509979301605,1243,FGCU,4,2018-04-22
